"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
NA;"All-Pro Basketball";"???";"Vic Tokai";"Unknown";"x";"";"x"
NA;"All-Star Baseball '97 Featuring Frank Thomas";"???";"Acclaim";"Unknown";"x";"";"x"
NA;"All-Star Baseball 2000";"???";"Acclaim";"Unknown";"";"";"x"
NA;"All-Star Baseball 2000";"???";"Acclaim";"Realtime Associates";"";"";"x"
NA;"All-Star Baseball 2002";"???";"Acclaim";"Unknown";"";"";"x"
NA;"All-Star Baseball 2003 featuring Derek Jeter";"???";"Acclaim";"Unknown";"";"";"x"
NA;"All-Star Baseball 2004 featuring Derek Jeter";"???";"Acclaim";"Unknown";"";"";"x"
NA;"All-Star Baseball 2005";"???";"Acclaim";"Unknown";"x";"";"x"
NA;"All-Star Baseball 99";"???";"Acclaim Sports";"Unknown";"";"";"x"
NA;"All-Star Challenge 2";"???";"Ljn";"Beam Software";"";"";"x"
NA;"All-Star Fighters";"???";"Essential Games";"Unknown";"";"x";"x"
NA;"All-Star MLB 1997 featuring Frank Thomas";"???";"Acclaim Entertainment";"Iguana Entertainment";"x";"";"x"
NA;"Alleyway";"???";"Nintendo";"Nintendo";"";"";"x"
NA;"Alone in the Dark";"???";"Atari";"Unknown";"";"";"x"
NA;"Alone in the Dark";"???";"Electronic Arts";"Unknown";"x";"";"x"
NA;"Alone in the Dark: The New Nightmare";"???";"Infogrames";"Pocket Studios";"";"";"x"
NA;"Alpha Beam with Ernie";"???";"Atari";"Unknown";"";"";"x"
NA;"Alpha Mission";"???";"SNK";"SNK";"";"";"x"
NA;"Alphabet Zoo";"???";"Spinnaker";"Spinnaker";"x";"";"x"
NA;"Alpine Racer 3";"???";"Sony, Namco";"Unknown";"";"x";"x"
NA;"Alpine Ski Racing 2007: Bode Miller vs. Hermann Maier";"???";"RTL Playtainment, JoWood";"Unknown";"";"x";"x"
NA;"Alpine Skiing 2005";"???";"Midas";"Unknown";"";"x";"x"
NA;"Alter Echo";"???";"THQ";"Unknown";"";"";"x"
NA;"Altered Beast";"???";"Sega";"Unknown";"";"x";"x"
NA;"Altered Beast: Guardian of the Realms";"???";"Sega";"Unknown";"";"";"x"
NA;"Altered Space: A 3-D Alien Adventure";"???";"Hi Tech Expressions";"Software Creations";"";"";"x"
NA;"Alvin and the Chipmunks";"???";"Brash Entertainment";"Unknown";"";"";"x"
NA;"Alvin and the Chipmunks: Chipwrecked";"???";"Majesco Entertainment";"Behaviour Interactive";"";"";"x"
NA;"Alvin and the Chipmunks: The Squeakquel";"???";"Majesco Entertainment";"ImaginEngine";"";"";"x"
NA;"Amagon";"???";"Sammy";"Unknown";"x";"";"x"
NA;"Amazing Bumpman";"???";"Telegames";"Telegames";"";"";"x"
NA;"Amazing Penguin";"???";"Natsume";"Natsume";"";"";"x"
NA;"The Amazing Spider-Man";"???";"Nintendo";"Rare";"";"";"x"
NA;"America's 10 Most Wanted";"???";"play it";"Unknown";"";"";"x"
NA;"America's Test Kitchen: Let's Get Cooking";"???";"Nintendo";"Unknown";"x";"";"x"
NA;"American Chopper";"???";"Activision";"Unknown";"";"";"x"
NA;"American Chopper 2: Full Throttle";"???";"Activision";"Unknown";"";"";"x"
NA;"American Dragon: Jake Long (Disney's)";"???";"Buena Vista Games";"Unknown";"";"";"x"
NA;"American Football";"???";"Philips";"Philips";"";"";"x"
NA;"American Girl: Julie Finds a Way";"???";"THQ";"Unknown";"x";"";"x"
NA;"American Girl: Kit Mystery Challenge!";"???";"THQ";"Unknown";"x";"";"x"
NA;"American Gladiators";"???";"GameTek";"Unknown";"x";"";"x"
NA;"An American Tail";"???";"blast!";"Unknown";"";"x";"x"
NA;"AMF Xtreme Bowling 2006";"???";"blast!";"Unknown";"";"";"x"
NA;"Amidar";"???";"Parker Brothers";"Unknown";"";"";"x"
NA;"Amplitude";"???";"Sony";"Unknown";"";"";"x"
NA;"An American Tail: Fievel's Gold Rush";"???";"Swing!";"Unknown";"";"";"x"
NA;"Ancient Spirits: Columbus' Legacy";"???";"GSP, Rondomedia";"cerasus.media";"";"";"x"
NA;"And 1 Streetball";"???";"Ubisoft";"Unknown";"";"";"x"
NA;"Andre Panza Kick Boxing";"???";"NEC";"Unknown";"x";"";"x"
NA;"Animaction";"???";"GCE";"Unknown";"x";"";"x"
NA;"Animal Boxing";"???";"Destineer";"Unknown";"x";"";"x"
NA;"Animal Communities";"???";"AIMS";"Unknown";"x";"";"x"
NA;"Animal Life in a Tidepool";"???";"AIMS";"Unknown";"x";"";"x"
NA;"Animal Paradise: Wild";"???";"Empire";"Unknown";"x";"";"x"
NA;"Animal Planet Vet Collection: Emergency Vets + Vet Life";"???";"Activision";"Unknown";"x";"";"x"
NA;"Animal Soccer World";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Animal World: Big Cats";"???";"UIG Entertainment";"Mipumi";"";"x";"x"
NA;"Animal World: Dinosaurs";"???";"UIG Entertainment";"Mipumi";"";"x";"x"
NA;"Animaniacs Ten Pin Alley";"???";"ASC Games";"Unknown";"x";"";"x"
NA;"Animaniacs: Lights, Camera, Action!";"???";"Ignition";"Unknown";"";"x";"x"
NA;"Animaniacs: The Great Edgar Hunt";"???";"Ignition Entertainment";"Unknown";"";"";"x"
NA;"Animorphs";"???";"Ubi Soft";"Ubi Soft";"";"";"x"
NA;"Animorphs: Shattered Reality";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"The Ant Bully";"???";"Midway";"Unknown";"";"";"x"
NA;"The Ant Bully";"???";"Midway";"Unknown";"";"";"x"
NA;"Antarctic Adventure";"???";"CBS";"Coleco";"";"";"x"
NA;"Antz";"???";"Infogrames";"CLCE, Planet";"";"";"x"
NA;"Antz Extreme Racing";"???";"Empire";"Unknown";"";"";"x"
NA;"Antz: Extreme Racing";"???";"LSP";"Unknown";"";"";"x"
NA;"Antz: Racing";"???";"Electronic Arts, LSP";"RFX Interactive";"";"";"x"
NA;"Antz: World Sportz";"???";"LSP";"M4";"";"x";"x"
NA;"Anubis II";"???";"Metro 3D";"Unknown";"";"";"x"
NA;"Ape Academy";"???";"Sony";"Unknown";"";"";"x"
NA;"Ape Academy 2";"???";"Sony";"Unknown";"";"x";"x"
NA;"Ape Escape 2";"???";"Sony";"Unknown";"";"";"x"
NA;"Ape Escape 3";"???";"Sony";"Unknown";"";"";"x"
NA;"Ape Escape P";"???";"Sony";"Unknown";"";"";"x"
NA;"Ape Escape: Pumped & Primed";"???";"Ubisoft";"Unknown";"x";"";"x"
NA;"Apollo 13";"???";"Tiger Electronics";"Unknown";"";"";"x"
NA;"Aqua Aqua: Wetrix 2";"???";"SCi Games";"Unknown";"";"";"x"
NA;"Aqua Teen Hunger Force: Zombie Ninja Pro-Am";"???";"Midway";"Unknown";"";"";"x"
NA;"Aquattack";"???";"Interphase";"Interphase";"x";"";"x"
NA;"Ar Tonelico II: Melody of Metafalica";"???";"NIS America";"Unknown";"";"";"x"
NA;"Ar Tonelico: Melody of Elemia";"???";"505 Games";"Unknown";"";"";"x"
NA;"Arc the Lad Collection";"???";"Working Designs";"Unknown";"x";"";"x"
NA;"Arc the Lad: End of Darkness";"???";"Namco";"Unknown";"x";"";"x"
NA;"Arc: Twilight of the Spirits";"???";"Sony";"Unknown";"";"";"x"
NA;"Arcade Action: 30 Games";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Arcade Classic No. 1: Asteroids & Missile Command";"???";"Nintendo";"Accolade";"";"";"x"
NA;"Arcade Classic No. 2: Centipede & Millipede";"???";"Nintendo";"Accolade";"";"";"x"
NA;"Arcade Classic No. 3: Galaga & Galaxian";"???";"Nintendo";"Namco";"";"";"x"
NA;"Arcade Classic No. 4: Defender & Joust";"???";"Nintendo";"Williams";"";"";"x"
NA;"Arcade Classics: Centipede + Missile Command";"???";"Sega";"Unknown";"x";"";"x"
NA;"Arcade Classics: Super Breakout & Battlezone";"???";"Black Pearl";"Unknown";"";"";"x"
NA;"Arcade Classics: Volume One";"???";"play it";"Unknown";"";"x";"x"
NA;"Arcade Hits: Spy Hunter & Moon Patrol";"???";"Midway";"Magnin & Associates";"";"";"x"
NA;"Arcade USA";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"The Arcade";"???";"Liquid Games";"Unknown";"";"x";"x"
NA;"Arcade's Greatest Hits (Williams)";"???";"Midway";"Digital Eclipse";"";"";"x"
NA;"Arcade's Greatest Hits: The Atari Collection 1 (Midway presents...)";"???";"Midway";"Digital Eclipse";"";"";"x"
NA;"Arcana Heart";"???";"Atlus";"Unknown";"x";"";"x"
NA;"Archeon CD-i Quiz";"???";"Dutch Electronic Publishers";"Unknown";"";"x";"x"
NA;"Archer Maclean's Mercury";"???";"Ignition Entertainment";"Unknown";"";"";"x"
NA;"Archon: The Light and the Dark";"???";"Atari";"Unknown";"";"";"x"
NA;"Arctic Adventure: Penguin & Seal";"???";"HES";"Sachen";"";"x";"x"
NA;"Arctic Tale";"???";"DSI";"Unknown";"x";"";"x"
NA;"Arctic Thunder";"???";"Midway";"Unknown";"";"";"x"
NA;"Arcus Odyssey";"???";"Renovation";"Unknown";"x";"";"x"
NA;"Are You Smarter than a 5th Grader: Back to School";"???";"THQ";"Unknown";"x";"";"x"
NA;"Are You Smarter than a 5th Grader: Game Time";"???";"THQ";"Unknown";"x";"";"x"
NA;"Are you Smarter than a 5th Grader: Make the Grade";"???";"THQ";"Unknown";"x";"";"x"
NA;"Are You Smarter Than A 5th Grader?: Make the Grade";"???";"THQ";"Unknown";"x";"";"x"
NA;"Area 51";"???";"Tiger Electronics";"Unknown";"";"";"x"
NA;"Area-51";"???";"Midway";"Unknown";"";"";"x"
NA;"Arena Football";"???";"Electronic Arts";"Unknown";"x";"";"x"
NA;"Arena Football: Road to Glory";"???";"Electronic Arts";"Unknown";"x";"";"x"
NA;"Arkanoid";"???";"Taito";"Unknown";"x";"";"x"
NA;"Arkista's Ring";"???";"Sammy";"Unknown";"x";"";"x"
NA;"Armada";"???";"Metro3D";"Unknown";"x";"";"x"
NA;"Armor Ambush";"???";"Telegames";"Unknown";"";"";"x"
NA;"Armor Battle";"???";"Mattel";"Unknown";"";"";"x"
NA;"Armored Core 2";"???";"Crave Entertainment, Ubi Soft Entertainment";"Unknown";"";"";"x"
NA;"Armored Core 2: Another Age";"???";"Metro 3D";"Unknown";"";"";"x"
NA;"Armored Core 3";"???";"Metro 3D";"Unknown";"";"";"x"
NA;"Armored Core: Formula Front: Extreme Battle";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Armored Core: Last Raven";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Armored Core: Master of Arena";"???";"Agetec";"Unknown";"x";"";"x"
NA;"Armored Core: Nexus";"???";"indie Games";"Unknown";"";"";"x"
NA;"Armored Core: Nine Breaker";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Armored Core: Project Phantasma";"???";"ASCII";"Unknown";"x";"";"x"
NA;"Armored Core: Silent Line";"???";"Agetec";"Unknown";"";"";"x"
NA;"Armorines: Project S.W.A.R.M.";"???";"Acclaim";"NEON Software";"";"";"x"
NA;"Army Men";"???";"3DO";"Digital Eclipse";"";"";"x"
NA;"Army Men 2";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men Advance";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men Gold: Collector's Edition: Army Men 3D + Army Men: Air Attack + Army Men: Sarge's Heroes";"???";"3DO";"Unknown";"x";"";"x"
NA;"Army Men: Air Combat";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Green Rogue";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Major Malfunction";"???";"Global Star Software";"Unknown";"";"";"x"
NA;"Army Men: Operation Green";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Real Time Strategy";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Sarge's Heroes";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Sarge's Heroes 2";"???";"3DO";"GameBrains";"";"";"x"
NA;"Army Men: Sarge's Heroes 2";"???";"3DO";"Unknown";"";"";"x"
NA;"Army Men: Sarge's War";"???";"Global Star Software";"Unknown";"";"";"x"
NA;"Army Men: Turf Wars";"???";"3DO";"Unknown";"x";"";"x"
NA;"Army of Two: The 40th Day";"???";"EA";"Unknown";"";"";"x"
NA;"Around the World in 80 Days";"???";"Hip Games";"Unknown";"";"";"x"
NA;"Art Master";"???";"GCE";"Unknown";"x";"";"x"
NA;"Art of Fighting Anthology";"???";"Ignition Entertainment";"Unknown";"";"";"x"
NA;"Arthur and the Invisibles";"???";"Atari";"Unknown";"";"";"x"
NA;"Arthur and the Minimoys";"???";"Atari";"Unknown";"";"";"x"
NA;"Arthur! Ready to Race";"???";"Learning Company";"Unknown";"x";"";"x"
NA;"Artillery Duel";"???";"Xonox";"Unknown";"x";"";"x"
NA;"Artillery Duel";"???";"Xonox";"Xonox";"x";"";"x"
NA;"Artillery Duel / Chuck Norris Superkicks";"???";"Xonox";"Xonox";"x";"";"x"
NA;"Ashen";"???";"Nokia";"Torus Games";"";"";"x"
NA;"Asphalt: Urban GT";"???";"Nokia";"Gameloft";"";"";"x"
NA;"Asphalt: Urban GT 2";"???";"Gameloft";"Unknown";"";"";"x"
NA;"Assassin's Creed: Bloodlines";"???";"Ubisoft";"Unknown";"";"";"x"
NA;"Assault Suits Valken";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Astal";"???";"Sega";"Unknown";"x";"";"x"
NA;"Asterix";"???";"Atari";"Unknown";"";"";"x"
NA;"Astérix & Obélix XXL";"???";"Atari";"Unknown";"";"x";"x"
NA;"Astérix & Obélix XXL";"???";"Atari";"Unknown";"";"";"x"
NA;"Astérix & Obélix XXL 2: Mission: Las Vegum";"???";"Atari";"Unknown";"";"x";"x"
NA;"Astérix & Obélix XXL 2: Mission: Wifix";"???";"Atari";"Unknown";"";"x";"x"
NA;"Astérix & Obélix: Bash Them All!";"???";"Atari";"Unknown";"";"x";"x"
NA;"Asterix at the Olympic Games";"???";"Atari";"Unknown";"";"x";"x"
NA;"Asterix Brain Trainer";"???";"Atari";"Little Worlds Studio";"";"x";"x"
NA;"Astérix: The Search for Dogmatix";"???";"Infogrames";"Rebellion";"";"x";"x"
NA;"Asterix: These Romans Are Crazy!";"???";"Ubisoft Entertainment";"Visual Impact Productions";"";"x";"x"
NA;"Asteroids";"???";"Accolade";"The Code Monkeys";"";"";"x"
NA;"Asteroids";"???";"Activision";"Syrox Developments";"";"";"x"
NA;"Asteroids";"???";"Atari";"Unknown";"";"";"x"
NA;"Astonishia Story";"???";"Ubisoft";"Unknown";"";"";"x"
NA;"Astro Boy";"???";"Sega";"Unknown";"";"";"x"
NA;"Astro Boy: Omega Factor";"???";"Sega, THQ";"Unknown";"";"";"x"
NA;"Astro Chase";"???";"Parker Brothers";"Parker Brothers";"x";"";"x"
NA;"Astro Invaders";"???";"Zoo Digital";"Unknown";"x";"";"x"
NA;"Astroblast";"???";"Telegames";"Unknown";"";"";"x"
NA;"Astrosmash";"???";"Mattel";"Unknown";"";"";"x"
NA;"Astrowar";"???";"Dimax";"Unknown";"";"x";"x"
NA;"Astyanax";"???";"Jaleco";"Jaleco";"";"";"x"
NA;"Atari Anniversary Advance";"???";"Atari";"Unknown";"";"";"x"
NA;"Atari Anniversary Edition";"???";"Infrogrames";"Unknown";"x";"";"x"
NA;"Atari Anthology";"???";"Atari";"Unknown";"";"";"x"
NA;"Atari Classics Evolved";"???";"Atari";"Unknown";"x";"";"x"
NA;"Atari Greatest Hits: Volume 2";"???";"Atari";"Unknown";"x";"";"x"
NA;"Atari Masterpieces: Vol. I";"???";"Atari";"Digital Eclipse";"";"";"x"
NA;"Atari Masterpieces: Vol. II";"???";"Atari";"Digital Eclipse";"";"";"x"
NA;"Atari Video Cube";"???";"Atari";"Unknown";"x";"";"x"
NA;"Atelier Annie: Alchemists of Sera Island";"???";"NIS America";"Unknown";"x";"";"x"
NA;"Atelier Iris 2: The Azoth of Destiny";"???";"Koei";"Unknown";"";"";"x"
NA;"Atelier Iris 3: Grand Phantasm";"???";"Koei";"Unknown";"";"";"x"
NA;"Atelier Iris: Eternal Mana";"???";"Koei";"Unknown";"";"";"x"
NA;"Athena";"???";"SNK";"Unknown";"x";"";"x"
NA;"Athens 2004";"???";"Sony";"Unknown";"";"";"x"
NA;"Atlantis";"???";"Imagic";"Unknown";"";"";"x"
NA;"Atlantis (Disney's): The Lost Empire";"???";"THQ";"Unknown";"";"";"x"
NA;"Atlantis III: The New World";"???";"Cryo";"Unknown";"";"x";"x"
NA;"Atomic Betty";"???";"Atari";"Unknown";"";"";"x"
NA;"Atomic Robo-Kid";"???";"Treco";"Unknown";"x";"";"x"
NA;"Atrévete a Soñar";"???";"Slang";"Sabarasa Entertainment";"x";"";"x"
NA;"Attack of the Killer Tomatoes";"???";"THQ";"Imagineering";"";"";"x"
NA;"ATV Offroad Fury 2";"???";"THQ";"Unknown";"";"";"x"
NA;"ATV Offroad Fury 3";"???";"SouthPeak Interactive";"Unknown";"";"";"x"
NA;"ATV Offroad Fury 4";"???";"Sony";"Unknown";"";"";"x"
NA;"ATV Offroad Fury Pro";"???";"Sony";"Unknown";"";"";"x"
NA;"ATV Offroad Fury: Blazin' Trails";"???";"SouthPeak";"Unknown";"";"";"x"
NA;"ATV Offroad: All Terrain Vehicle";"???";"Sony";"Unknown";"";"";"x"
NA;"ATV Quad Power Racing";"???";"Liquid";"Unknown";"";"";"x"
NA;"ATV Quad Power Racing 2";"???";"Acclaim";"Unknown";"";"";"x"
NA;"ATV Thunder Ridge Riders";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"ATV Wild Ride";"???";"Destineer";"Unknown";"x";"";"x"
NA;"Austin Powers: Oh Behave!";"???";"Rockstar";"Tarantula Studios";"";"";"x"
NA;"Austin Powers: Welcome to My Underground Lair";"???";"Rockstar";"Tarantula Studios";"";"";"x"
NA;"Auto Modellista";"???";"Capcom";"Unknown";"";"";"x"
NA;"Auto Racing";"???";"Mattel";"Unknown";"";"";"x"
NA;"Autobahn Raser: Das Spiel zum Film";"???";"Davilex";"Unknown";"";"x";"x"
NA;"Automobili Lamborghini";"???";"Titus";"Unknown";"";"";"x"
NA;"Avatar: Der Herr der Elemente: Die Erde brennt";"???";"THQ";"Unknown";"";"";"x"
NA;"Avatar: The Legend of Aang";"???";"THQ";"Unknown";"";"";"x"
NA;"Avatar: The Legend of Aang";"???";"THQ";"Unknown";"";"";"x"
NA;"Avatar: The Legend of Aang: The Burning Earth";"???";"THQ";"Unknown";"";"";"x"
NA;"Avenging Spirit";"???";"Jaleco";"Jaleco";"";"";"x"
NA;"Le Avventure di Lupin III: Il Tesoro del re Stregone";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Le Avventure di Lupin III: Lupin La Morte, Zenigata L'Amore";"???";"505 Games";"Unknown";"";"x";"x"
NA;"Awesome Golf";"???";"Atari";"Atari";"";"";"x"
NA;"Awesome Possum";"???";"Tengen";"Unknown";"x";"";"x"
NA;"Azur et Asmar";"???";"Ouat Entertainment";"Unknown";"";"x";"x"
NA;"B-17 Bomber";"???";"Mattel";"Unknown";"";"";"x"
NA;"B-Boy";"???";"Sony";"Unknown";"";"";"x"
NA;"B.C. II: Grog's Revenge";"???";"CBS";"Coleco";"";"";"x"
NA;"B.C. Kid";"???";"Hudson Soft";"Hudson Soft";"";"";"x"
NA;"B.C. Kid 2";"???";"Hudson Soft";"Red";"";"";"x"
NA;"B.C.'s Quest For Tires";"???";"Sierra";"Sierra";"x";"";"x"
NA;"Babar to the Rescue";"???";"The Game Factory";"Unknown";"";"";"x"
NA;"Babe";"???";"blast!";"Unknown";"";"x";"x"
NA;"Baby";"???";"Philips Interactive Media";"Unknown";"";"x";"x"
NA;"Baby Boomer";"???";"Color Dreams";"Unknown";"x";"";"x"
NA;"Baby Fashion Star";"???";"Ubisoft Entertainment";"Visual Impact Productions";"";"";"x"
NA;"Baby Felix Halloween";"???";"LSP";"Bit Managers";"";"x";"x"
NA;"Bachelor Party";"???";"Mystique";"Unknown";"";"";"x"
NA;"The Bachelor: The Videogame";"???";"Warner Bros. Games";"Unknown";"x";"";"x"
NA;"Back to Stone";"???";"Neko Entertainment";"Unknown";"";"";"x"
NA;"Back to the Future";"???";"Ljn";"Unknown";"x";"";"x"
NA;"Back to the Future: Part II & III";"???";"Ljn";"Unknown";"x";"";"x"
NA;"Back Track";"???";"Telegames";"Unknown";"";"";"x"
NA;"Backgammon";"???";"Interton";"Unknown";"";"x";"x"
NA;"Backgammon";"???";"Philips";"Philips";"";"x";"x"
NA;"Backgammon";"???";"Atari";"Unknown";"";"";"x"
NA;"Backgammon";"???";"Mattel";"Unknown";"";"";"x"
NA;"Backstreet Billiards";"???";"ASCII";"Unknown";"x";"";"x"
NA;"Backyard Baseball";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Baseball";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Baseball '09";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Baseball '10";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Baseball '10";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Baseball 2006";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Basketball";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Basketball";"???";"Humongous";"Unknown";"x";"";"x"
NA;"Backyard Football";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Football";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Football '09";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Football 2006";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Hockey";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Hockey";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard NBA Basketball";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard NFL Football '08";"???";"Humongous Entertainment";"Unknown";"x";"";"x"
NA;"Backyard NFL Football '09";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard NFL Football '10";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard NFL Football 2006";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Skateboarding";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Sports: Basketball 2007";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Sports: Basketball 2007";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Sports: Football 2007";"???";"Infogrames";"Unknown";"x";"";"x"
NA;"Backyard Sports: Rookie Rush";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Sports: Sandlot Sluggers";"???";"Atari";"Unknown";"x";"";"x"
NA;"Backyard Wrestling 2: There Goes the Neighbourhood";"???";"Eidos";"Unknown";"";"";"x"
NA;"Bad Boys II";"???";"Empire";"Unknown";"";"";"x"
NA;"Bad Bud Chou Chu's Adventure";"???";"Bit Corporation";"Unknown";"";"";"x"
NA;"Bad News Baseball";"???";"Tecmo";"Unknown";"x";"";"x"
NA;"Bad Street Brawler";"???";"Mattel";"Unknown";"x";"";"x"
NA;"Bakugan Battle Brawlers: Battle Trainer";"???";"Activision";"Magic Pockets";"";"";"x"
NA;"Bakugan: Battle Brawlers";"???";"Activision";"Unknown";"";"";"x"
NA;"Bakugan: Defenders of the Core";"???";"Activision";"Unknown";"";"";"x"
NA;"Baldur's Gate: Dark Alliance";"???";"DSI";"Unknown";"";"";"x"
NA;"Baldur's Gate: Dark Alliance";"???";"Interplay";"Unknown";"";"";"x"
NA;"Baldur's Gate: Dark Alliance II";"???";"Interplay";"Unknown";"";"";"x"
NA;"Ballblazer";"???";"Atari";"Atari";"";"";"x"
NA;"Ballerina";"???";"Deep Silver";"ZigZag Island";"";"";"x"
NA;"Ballistix";"???";"NEC";"Unknown";"x";"";"x"
NA;"Balloon Fight";"???";"Watara";"Unknown";"";"";"x"
NA;"Balloon Kid";"???";"Nintendo";"Nintendo";"";"";"x"
NA;"Balloon Pop";"???";"UFO";"Unknown";"x";"";"x"
NA;"Band Hero";"???";"Activision";"Unknown";"";"";"x"
NA;"Bandai Golf: Challenge Pebble Beach";"???";"Bandai";"Unknown";"x";"";"x"
NA;"Bandit Kings of Ancient China";"???";"Koei";"Unknown";"x";"";"x"
NA;"Bang! Gunship Elite";"???";"Red Storm Entertainment";"Unknown";"x";"";"x"
NA;"Banjo-Kazooie";"???";"Nintendo";"Rare";"";"";"x"
NA;"Banjo-Kazooie: Grunty's Revenge";"???";"THQ";"Unknown";"";"";"x"
NA;"Banjo-Pilot";"???";"THQ";"Unknown";"";"";"x"
NA;"Banjo-Tooie";"???";"Nintendo";"Rare";"";"";"x"
NA;"Bank Heist";"???";"Hi-Score";"Unknown";"";"";"x"
NA;"Bao Qing Tian";"???";"Bit Corporation";"Unknown";"";"";"x"
NA;"Barakel: The Fallen Angel";"???";"Nokia";"Technobubble";"";"x";"x"
NA;"Barbarian";"???";"Titus";"Unknown";"";"";"x"
NA;"Barbie and the Magic of Pegasus";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Barbie as The Island Princess";"???";"Activision";"Unknown";"";"";"x"
NA;"The Barbie Diaries: High School Mystery";"???";"Activision";"Unknown";"";"";"x"
NA;"Barbie Game Girl";"???";"Hi Tech Expressions";"Imagineering";"";"";"x"
NA;"Barbie Horse Adventures: The Big Race";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Barbie in The 12 Dancing Princesses";"???";"Activision";"Unknown";"";"";"x"
NA;"Barbie in The 12 Dancing Princesses";"???";"Activision";"Unknown";"";"";"x"
NA;"Barbie Superpack 2 in 1: Secret Agent + Groovy Games";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Barbie: Fashion Pack Games";"???";"Mattel";"Hyperspace Cowgirls, Pulsar Interactive";"";"";"x"
NA;"Barbie: Gotta Have Games";"???";"Vivendi Universal";"Unknown";"x";"";"x"
NA;"Barbie: Groovy Games";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Barbie: Horse Adventures: Riding Camp";"???";"Activision";"Unknown";"";"";"x"
NA;"Barbie: Horse Adventures: Wild Horse Rescue";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Barbie: Pet Patrol";"???";"Mattel, Vivendi";"HotGen Studios";"";"";"x"
NA;"Barbie: The Princess and the Pauper";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"The Bard's Tale";"???";"FCI";"Unknown";"x";"";"x"
NA;"The Bard's Tale";"???";"Ubisoft";"Unknown";"";"";"x"
NA;"Barkley: Shut Up and Jam 2";"???";"Accolade";"Unknown";"x";"";"x"
NA;"Barney's Hide & Seek Game";"???";"Sega";"Unknown";"x";"";"x"
NA;"Barnstorming";"???";"Activision";"Unknown";"";"";"x"
NA;"Barnyard";"???";"THQ";"Unknown";"";"";"x"
NA;"Barnyard";"???";"THQ";"Unknown";"";"";"x"
