"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
NA;"Slither";"???";"CBS";"Coleco";"";"";"x"
NA;"Slot Machine";"???";"Atari";"Unknown";"";"";"x"
NA;"Slot Racers";"???";"Atari";"Unknown";"";"";"x"
NA;"Slots";"???";"Activision";"Unknown";"x";"";"x"
NA;"Slurpy";"???";"Xonox";"Xonox";"x";"";"x"
NA;"Sly 3: Honour Among Thieves";"???";"Sony";"Unknown";"";"";"x"
NA;"Sly Raccoon";"???";"Sony";"Unknown";"";"";"x"
NA;"Sly Raccoon 2: Band of Thieves";"???";"Sony";"Unknown";"";"";"x"
NA;"Small Soldiers";"???";"THQ";"TierTex Design Studios";"";"";"x"
NA;"Smart Bomb";"???";"Eidos";"Unknown";"x";"";"x"
NA;"Smart Boy's Winter Wonderland";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Boys: Gameroom 2";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Girl's Magical Book Club";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Girl's Playhouse 2";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Girl's Playhouse Party";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Girl's Winter Wonderland";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Kid's Gameclub";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Kid's Mega Game Mix";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smart Kid's Party Fun Pak";"???";"UFO";"Unknown";"x";"";"x"
NA;"Smarties Meltdown";"???";"Europress";"Unknown";"";"x";"x"
NA;"Smash Cars";"???";"Metro 3D";"Unknown";"";"";"x"
NA;"Smash Court Tennis 3";"???";"Sony, Namco";"Unknown";"";"";"x"
NA;"Smash Court Tennis: Pro Tournament";"???";"Sony, Namco";"Unknown";"";"";"x"
NA;"Smash Court Tennis: Pro Tournament 2";"???";"Sony, Namco";"Unknown";"";"";"x"
NA;"Smashing Drive";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"Smuggler's Run";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"Smuggler's Run";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Smuggler's Run 2: Hostile Territory";"???";"Rockstar";"Unknown";"";"";"x"
NA;"Smurf";"???";"CBS Electronics";"Unknown";"";"";"x"
NA;"Smurf: Paint 'n' Play Workshop";"???";"CBS";"Coleco";"";"";"x"
NA;"The Smurfs";"???";"Ubisoft Entertainment";"Art Co.";"";"";"x"
NA;"The Smurfs 2";"???";"Ubisoft Entertainment";"Ubisoft";"";"";"x"
NA;"Smurfs Save the Day";"???";"Coleco";"Unknown";"x";"";"x"
NA;"The Smurfs' Nightmare";"???";"Infogrames";"Infogrames";"";"x";"x"
NA;"The Smurfs' Nightmare";"???";"Infogrames";"Infogrames";"";"";"x"
NA;"Snafu";"???";"Mattel";"Unknown";"";"";"x"
NA;"Snail Against Squirrel";"???";"Bit Corporation";"Unknown";"";"x";"x"
NA;"Snakes";"???";"Nokia";"Unknown";"";"x";"x"
NA;"Sneak 'n Peek";"???";"Carrere Video";"Unknown";"";"";"x"
NA;"Sneaky Snakes";"???";"Tradewest";"Rare";"";"";"x"
NA;"The Sniper 2";"???";"Midas";"Unknown";"";"x";"x"
NA;"Sniper Assault";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Sniper Elite";"???";"Microids";"Unknown";"";"";"x"
NA;"SNK Arcade Classics: Vol. 1";"???";"Ignition Entertainment";"Unknown";"";"";"x"
NA;"SnoCross";"???";"Vatical";"Unknown";"x";"";"x"
NA;"SnoCross 2";"???";"Oxygen";"Unknown";"";"";"x"
NA;"Snood";"???";"Zoo Digital";"Unknown";"";"";"x"
NA;"Snood 2: On Vacation";"???";"DSI, Zoo Digital";"Unknown";"";"";"x"
NA;"Snoopy and the Red Baron";"???";"Atari";"Unknown";"";"";"x"
NA;"Snoopy Tennis";"???";"Infogrames";"Unknown";"";"";"x"
NA;"Snoopy vs. the Red Baron";"???";"Namco Bandai Games";"Unknown";"x";"";"x"
NA;"Snoopy's Magic Show";"???";"Kemco";"Kemco";"";"";"x"
NA;"Snoopy's Silly Sports Spectacular";"???";"Kemco, Seika";"Unknown";"x";"";"x"
NA;"Snow Job starring Tracy Scoogins";"???";"3DO";"Unknown";"x";"";"x"
NA;"The Snow Queen Quest";"???";"Oxygen";"Unknown";"";"x";"x"
NA;"Snow Rider";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Snow White and the 7 Clever Boys";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Snow White and the Seven Dwarfs";"???";"Ubi Soft, Disney Interactive";"Planet Interactive Development";"";"";"x"
NA;"Snowboard Challenge";"???";"Activision";"Imagineering";"";"";"x"
NA;"Snowboard Kids";"???";"Atlus";"Unknown";"";"";"x"
NA;"Snowboard Kids 2";"???";"Atlus";"Unknown";"";"";"x"
NA;"Snowboard Racer 2";"???";"Midas";"Unknown";"";"x";"x"
NA;"SnowCross";"???";"Wanadoo Edition";"Vicarious Visions";"";"";"x"
NA;"Snowman Legend";"???";"Bit Corporation";"Unknown";"";"";"x"
NA;"Soccer";"???";"Nintendo";"Rage Software, Elite Systems, Denton Designs";"";"";"x"
NA;"Soccer";"???";"Interton";"Unknown";"";"x";"x"
NA;"Soccer";"???";"Mattel";"Unknown";"";"";"x"
NA;"Soccer Champion";"???";"Watara";"Unknown";"";"";"x"
NA;"Soccer Life 2";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Soccer Life!";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Soccer Manager";"???";"Acclaim";"Broadsword Interactive";"";"x";"x"
NA;"Socket";"???";"Vic Tokai";"Unknown";"x";"";"x"
NA;"SOCOM 3: U.S. Navy Seals";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM II: U.S. Navy Seals";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: Fireteam Bravo 3";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: U.S. Navy Seals";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: U.S. Navy Seals: Combined Assault";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: U.S. Navy SEALs: Fireteam Bravo";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: U.S. Navy SEALs: Fireteam Bravo 2";"???";"Sony";"Unknown";"";"";"x"
NA;"SOCOM: U.S. Navy SEALs: Tactical Strike";"???";"Sony";"Unknown";"";"";"x"
NA;"Sol Divide";"???";"505 GameStreet";"Unknown";"";"";"x"
NA;"Sol-Deace";"???";"Renovation";"Unknown";"x";"";"x"
NA;"Solar Fox";"???";"CBS Electronics";"Unknown";"";"";"x"
NA;"Solar Storm";"???";"Imagic";"Unknown";"";"";"x"
NA;"Solar System: The Interplanetary Journey of a Lifetime";"???";"Philips Interactive Media";"Unknown";"";"x";"x"
NA;"Solaris";"???";"Atari";"Unknown";"";"";"x"
NA;"SolarStriker";"???";"Nintendo";"Nintendo";"";"";"x"
NA;"Solatorobo: Red the Hunter";"???";"Bandai";"CyberConnect2";"";"";"x"
NA;"Soldier Blade";"???";"TTI";"Unknown";"x";"";"x"
NA;"Soldier of Fortune II: Double Helix";"???";"Activision";"Gratuitous Games";"";"";"x"
NA;"Solitaire";"???";"Interton";"Unknown";"";"x";"x"
NA;"Solitaire";"???";"American Video Entertainment";"Unknown";"x";"";"x"
NA;"Solitaire DS";"???";"BrainGame";"Cosmigo, GameOn GmbH";"";"";"x"
NA;"Solitaire FunPak";"???";"Interplay";"Beam Software";"";"";"x"
NA;"Solitaire MahJong: Ancient China Adventure";"???";"White Park Bay Software";"Webfoot Technologies";"";"x";"x"
NA;"Solomon's Club";"???";"Tecmo";"Tecmo";"";"";"x"
NA;"Somer Assault";"???";"TTI";"Unknown";"x";"";"x"
NA;"Son of the Lion King";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"SongMate";"???";"Spectravideo";"Unknown";"x";"";"x"
NA;"Sonic & Sega All-Stars Racing";"???";"Sega";"Sumo Digital";"";"";"x"
NA;"Sonic Advance";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Advance 2";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Advance 3";"???";"Sega, THQ";"Unknown";"";"";"x"
NA;"Sonic Adventure 2-Pack";"???";"Sega";"Unknown";"x";"";"x"
NA;"Sonic Battle";"???";"Sega, THQ";"Unknown";"";"";"x"
NA;"Sonic Blast Man";"???";"Taito";"Taito";"";"";"x"
NA;"Sonic Classic Collection";"???";"Sega";"The Creative Assembly";"";"";"x"
NA;"Sonic Colours";"???";"Sega";"Dimps";"";"";"x"
NA;"Sonic Fury";"???";"Worlds of Wonder";"Unknown";"";"";"x"
NA;"Sonic Gems Collection";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Heroes";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Mega Collection Plus";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Pinball Party";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Riders";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Riders: Zero Gravity";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Rivals";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Rivals 2";"???";"Sega";"Unknown";"";"";"x"
NA;"Sonic Rush Adventure";"???";"Sega";"Dimps, Sonic Team";"";"";"x"
NA;"Sonic Spike";"???";"NEC";"Unknown";"x";"";"x"
NA;"Sonic Unleashed";"???";"Sega";"Unknown";"";"";"x"
NA;"SonicN";"???";"Sega";"Sonic Team";"";"";"x"
NA;"Sonny With a Chance";"???";"Disney";"Altron";"";"";"x"
NA;"Sonny Xpress";"???";"Watara";"Unknown";"";"";"x"
NA;"The Sopranos: Road to Respect";"???";"THQ";"Unknown";"";"";"x"
NA;"Sorcerer";"???";"Mythicon";"Unknown";"x";"";"x"
NA;"Sorcerer's Apprentice";"???";"Atari";"Unknown";"";"";"x"
NA;"The Sorcerer's Apprentice";"???";"Disney";"Headstrong Games";"";"";"x"
NA;"Sorcerer's Kingdom";"???";"Treco";"Unknown";"x";"";"x"
NA;"Sorry! + Aggravation + Scrabble Junior";"???";"DSI";"Unknown";"x";"";"x"
NA;"SOS: The Final Escape";"???";"Agetec";"Unknown";"";"";"x"
NA;"Soul Calibur II";"???";"Namco";"Unknown";"";"";"x"
NA;"Soul Calibur III";"???";"Sony, Namco";"Unknown";"";"";"x"
NA;"Soul Calibur: Broken Destiny";"???";"Namco";"Unknown";"";"";"x"
NA;"Soul Nomad & The World Eaters";"???";"Koei";"Unknown";"";"";"x"
NA;"Soul Reaver 2: The Legacy of Kain Series";"???";"Eidos";"Unknown";"";"";"x"
NA;"A Sound of Thunder";"???";"BAM!";"Unknown";"";"";"x"
NA;"South Park";"???";"Acclaim";"Unknown";"";"";"x"
NA;"Space Armada";"???";"Mattel";"Unknown";"";"";"x"
NA;"Space Attack";"???";"Telegames";"Unknown";"";"";"x"
NA;"Space Battle";"???";"Mattel";"Unknown";"";"";"x"
NA;"Space Camp";"???";"Activision";"7 Studios";"";"";"x"
NA;"Space Castle";"???";"Hartung";"Unknown";"";"x";"x"
NA;"Space Cavern";"???";"Apollo";"Unknown";"";"";"x"
NA;"Space Channel 5: Part 2";"???";"Sony, Sega";"Unknown";"";"x";"x"
NA;"Space Channel 5: Special Edition";"???";"Agetec";"Unknown";"x";"";"x"
NA;"Space Channel 5: Ulala's Cosmic Attack";"???";"Sega";"Unknown";"";"";"x"
NA;"Space Chimps";"???";"Brash Entertainment";"Unknown";"";"";"x"
NA;"Space Dungeon";"???";"Atari";"Atari";"x";"";"x"
NA;"Space Fighter";"???";"Watara";"Unknown";"";"";"x"
NA;"Space Force";"???";"Entex";"Unknown";"x";"";"x"
NA;"Space Fury";"???";"CBS";"Coleco";"";"";"x"
NA;"Space Griffon VF-9";"???";"Atlus";"Unknown";"x";"";"x"
NA;"Space Hawk";"???";"Mattel";"Unknown";"";"";"x"
NA;"Space Invader";"???";"Impel";"Unknown";"";"x";"x"
NA;"Space Invaders";"???";"Nintendo";"Taito";"";"";""
NA;"Space Invaders";"???";"Atari";"Unknown";"";"";"x"
NA;"Space Invaders '91";"???";"Taito";"Unknown";"x";"";"x"
NA;"Space Invaders Anniversary";"???";"Empire";"Unknown";"";"x";"x"
NA;"Space Invaders Evolution";"???";"Rising Star Games";"Unknown";"";"x";"x"
NA;"Space Invaders Extreme 2";"???";"Square Enix";"Project Just";"";"";"x"
NA;"Space Invaders XL";"???";"VM Labs";"Unknown";"x";"";"x"
NA;"Space Invaders: Invasion Day";"???";"Sammy";"Unknown";"";"";"x"
NA;"Space Jockey";"???";"Carrere Video";"Unknown";"";"";"x"
NA;"Space Monster";"???";"Philips";"Philips";"";"";"x"
NA;"Space Panic";"???";"CBS";"Coleco";"";"";"x"
NA;"Space Pirates";"???";"American Laser Games";"Unknown";"x";"";"x"
NA;"Space Race";"???";"Infogrames";"Unknown";"";"";"x"
NA;"Space Rebellion";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Space Shuttle";"???";"The Software Toolworks";"Unknown";"x";"";"x"
NA;"Space Shuttle Project";"???";"Absolute Entertainment";"Unknown";"x";"";"x"
NA;"Space Shuttle: A Journey Into Space";"???";"Activision";"Unknown";"";"";"x"
NA;"Space Spartans";"???";"Mattel";"Unknown";"";"";"x"
NA;"Space Tunnel";"???";"Puzzy";"Unknown";"";"";"x"
NA;"Space War";"???";"Atari";"Unknown";"";"";"x"
NA;"Space War Attack";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Space Warrior";"???";"Impel";"Unknown";"";"x";"x"
NA;"Spacechase";"???";"Apollo";"Unknown";"";"";"x"
NA;"Spacestation Silicon Valley";"???";"Take 2 Interactive";"Unknown";"";"";"x"
NA;"Spanish for Everyone";"???";"Activision";"Unknown";"x";"";"x"
NA;"Spanky's Quest";"???";"Taito";"Taito";"";"";"x"
NA;"Spartan: Total Warrior";"???";"Sega";"Unknown";"";"";"x"
NA;"Spawn: Armageddon";"???";"Namco";"Unknown";"";"";"x"
NA;"Special Forces";"???";"Essential Games";"Unknown";"";"x";"x"
NA;"Spectracube Invasion";"???";"Suntek";"Unknown";"";"x";"x"
NA;"Spectral Force Genesis";"???";"Nobilis";"Idea Factory";"";"";"x"
NA;"Spectral Souls: Resurrection of the Ethereal Empire";"???";"NIS America";"Unknown";"x";"";"x"
NA;"Spectral vs Generation";"???";"Midas";"Unknown";"";"x";"x"
NA;"Spectral vs Generation";"???";"Midas Interactive";"Unknown";"";"x";"x"
NA;"Spectron";"???";"Spectravision";"Spectravision";"";"";"x"
NA;"Speed Challenge: Jacques Villeneuve's Racing Vision";"???";"Ubi Soft Entertainment";"Unknown";"";"x";"x"
NA;"Speed Kings";"???";"Acclaim";"Unknown";"";"";"x"
NA;"Speed Machines III";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Speed Racer";"???";"Jaleco";"Unknown";"x";"";"x"
NA;"Speed Racer: The Videogame";"???";"Warner Bros. Games";"Unknown";"";"";"x"
NA;"Speed Racer: The Videogame";"???";"Warner Bros. Games";"Virtuos";"";"";"x"
NA;"Speedboat GP";"???";"Phoenix Games";"Unknown";"";"x";"x"
NA;"Speedster II";"???";"Carousel";"Carousel";"";"";"x"
NA;"Speedy Gonzales";"???";"Sunsoft";"Sunsoft";"";"";"x"
NA;"Spellbound";"???";"505 Games";"Puzzle.tv";"";"";"x"
NA;"Spellbound 2";"???";"505 Games";"Puzzle.tv";"";"";"x"
NA;"Spelling Challenges and More!";"???";"Crave Entertainment";"Unknown";"x";"";"x"
NA;"Spelunker";"???";"Broderbund";"Unknown";"x";"";"x"
NA;"Sphinx and the Cursed Mummy";"???";"THQ";"Unknown";"";"";"x"
NA;"Spider Fighter";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider Kong";"???";"Hi-Score";"Unknown";"";"";"x"
NA;"Spider Maze";"???";"K-Tel Vision";"Unknown";"";"";"x"
NA;"Spider-Man";"???";"Activision";"Vicarious Visions";"";"";"x"
NA;"Spider-Man";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man";"???";"Parker Brothers";"Unknown";"";"";"x"
NA;"Spider-Man 2";"???";"Ljn";"B.I.T.S.";"";"";"x"
NA;"Spider-Man 2";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man 2";"???";"Nokia";"Activision";"";"";"x"
NA;"Spider-Man 2";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man 2: The Sinister Six";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man 3";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man 3";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man 3: Invasion of the Spider-Slayers";"???";"Ljn";"B.I.T.S.";"";"";"x"
NA;"Spider-Man: Battle for New York";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man: Edge of  Time";"???";"Activision";"Other Ocean";"";"";"x"
NA;"Spider-Man: Friend or Foe";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man: Mysterio's Menace";"???";"Activision";"Unknown";"";"";"x"
NA;"Spider-Man: Shattered Dimensions";"???";"Activision";"Griptonite Games";"";"";"x"
NA;"Spider-Man: Web of Fire";"???";"Sega";"Unknown";"x";"";"x"
NA;"Spider-Man: Web of Shadows: Amazing Allies Edition";"???";"Activision";"Unknown";"";"";"x"
NA;"The Spiderwick Chronicles";"???";"Sierra";"Unknown";"";"";"x"
NA;"Spike's Peak";"???";"Xonox";"Unknown";"x";"";"x"
NA;"Spikeout: Battle Street";"???";"Sega Corporation";"Dimps Corporation";"";"";"x"
NA;"Spiker Super Pro Volleyball";"???";"INTV";"Unknown";"x";"";"x"
NA;"Spin Drive Ping Pong";"???";"Empire";"Unknown";"";"x";"x"
NA;"Spinout";"???";"Ghostlight";"Unknown";"";"x";"x"
NA;"The Spirit of F-1";"???";"Palcom";"Konami";"";"";"x"
NA;"Spirit: Stallion of the Cimarron: Search for Homeland";"???";"THQ";"Unknown";"";"";"x"
NA;"Spiritual Warfare";"???";"Wisdom Tree";"Unknown";"x";"";"x"
NA;"Spirou: The Robot Invasion";"???";"Ubi Soft";"Planet Interactive Development";"";"x";"x"
NA;"Spitfire Attack";"???";"Milton Bradley";"Unknown";"x";"";"x"
NA;"Spitfire Heroes: Tales of the Royal Air Force";"???";"Destineer";"Unknown";"x";"";"x"
NA;"Splash Lake";"???";"NEC";"Unknown";"x";"";"x"
NA;"Splashdown";"???";"Atari";"Unknown";"";"";"x"
NA;"SplashDown 2: Rides Gone Wild";"???";"THQ";"Unknown";"";"";"x"
NA;"Splatter Master";"???";"505 GameStreet";"Unknown";"";"x";"x"
NA;"Splatterhouse";"???";"NEC";"Unknown";"x";"";"x"
NA;"Splatterhouse 3";"???";"Namco";"Unknown";"x";"";"x"
NA;"Split/Second Velocity";"???";"Disney";"Unknown";"";"";"x"
NA;"Splitz";"???";"Imagineer";"Enigma Variations";"";"x";"x"
NA;"SpongeBob & Friends: Battle for Volcano Island";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob and Friends: Attack of the Toybots";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants and Friends Unite!";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants and Friends Unite!";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants and Friends: Battle for Volcano Island";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants and Friends: Freeze Frame Frenzy";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants featuring Nicktoons: Globs of Doom";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants featuring Nicktoons: Globs of Doom";"???";"THQ";"Natsume";"";"";"x"
NA;"The SpongeBob Squarepants Movie";"???";"THQ";"Unknown";"";"";"x"
NA;"The SpongeBob Squarepants Movie";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Battle for Bikini Bottom";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Battle for Bikini Bottom";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Boating Bash";"???";"THQ";"Firebrand Games";"";"";"x"
NA;"SpongeBob Squarepants: Creature from the Krusty Krab";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Creature From the Krusty Krab";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Frantic Fry Cook";"???";"THQ";"The Fizz Factor";"";"";"x"
NA;"SpongeBob Squarepants: Legend of the Lost Spatula";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Lights, Camera, Pants!";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Lights, Camera, Pants!";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Movin' With Friends";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Planktons Robotic Revenge";"???";"Activision";"Behaviour Interactive, Engine Software";"";"";"x"
NA;"SpongeBob Squarepants: Revenge of the Flying Dutchman";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Revenge of the Flying Dutchman";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: SpongeBob's Truth or Square";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Supersponge";"???";"THQ";"Unknown";"";"";"x"
NA;"SpongeBob Squarepants: Surf & Skate Roadtrip";"???";"THQ";"Sabarasa Entertainment";"";"";"x"
NA;"SpongeBob's Atlantis Squarepantis";"???";"THQ";"Unknown";"x";"";"x"
NA;"Sports Collection";"???";"Ubisoft Entertainment";"Ubisoft Pune";"";"";"x"
NA;"Sports Illustrated for Kids: Baseball";"???";"BAM!";"Unknown";"x";"";"x"
NA;"Sports Illustrated for Kids: Football";"???";"BAM!";"Unknown";"x";"";"x"
NA;"Sports Island DS";"???";"Hudson";"Hudson Soft";"";"";"x"
NA;"Sports Jam";"???";"Agetec";"Unknown";"x";"";"x"
NA;"Sports Talk Baseball";"???";"Sega";"Unknown";"x";"";"x"
NA;"Sports Trivia: Championship Edition";"???";"Sega";"Unknown";"x";"";"x"
NA;"Spot: The Video Game! (7 Up Proudly presents...)";"???";"Arcadia";"Unknown";"";"";"x"
NA;"Springdale";"???";"Pan Vision";"Unknown";"";"x";"x"
NA;"Springer";"???";"Tigervision";"Unknown";"";"";"x"
NA;"Sprint Cars 2: Showdown at Eldora";"???";"THQ";"Unknown";"x";"";"x"
NA;"Sprint Cars: Road to Knoxville";"???";"THQ";"Unknown";"";"";"x"
NA;"Sprint Master";"???";"Atari";"Unknown";"";"";"x"
NA;"Sprintcar Challenge: The Power & The Glory";"???";"Liquid Games";"Unknown";"";"x";"x"
NA;"Spy Fiction";"???";"Sammy";"Unknown";"";"";"x"
NA;"Spy Hunter";"???";"Sega";"Unknown";"";"";"x"
NA;"Spy Hunter & Super Sprint";"???";"DSI, Zoo Digital";"Unknown";"";"";"x"
NA;"Spy Kids 3-D: Game Over";"???";"THQ";"Unknown";"";"";"x"
NA;"Spy Kids Challenger";"???";"Ubisoft";"Unknown";"x";"";"x"
NA;"Spy Kids: All the Time in the World";"???";"Majesco";"Unknown";"x";"";"x"
NA;"Spy Muppets: License to Croak";"???";"TDK";"Unknown";"x";"";"x"
NA;"Spy Toy";"???";"Sony";"Unknown";"";"";"x"
NA;"Spy vs Spy";"???";"Kemco";"First Star Software";"";"";"x"
NA;"Spy vs Spy";"???";"Kemco";"Kemco";"";"";"x"
NA;"Spy vs Spy";"???";"Global Star Software";"Unknown";"";"";"x"
NA;"SpyHunter";"???";"Midway";"Unknown";"";"";"x"
NA;"SpyHunter";"???";"Midway";"Unknown";"";"";"x"
NA;"SpyHunter 2";"???";"Midway";"Unknown";"";"";"x"
NA;"SpyHunter: Nowhere to Run";"???";"Midway";"Unknown";"";"";"x"
NA;"Spyro 2: Season of Flame";"???";"Universal Interactive";"Unknown";"";"";"x"
NA;"Spyro Adventure";"???";"Universal Interactive";"Unknown";"";"";"x"
NA;"Spyro Fusion";"???";"Coktel Studio";"Unknown";"";"";"x"
NA;"Spyro: A Hero's Tail";"???";"Sierra";"Unknown";"";"";"x"
NA;"Spyro: Collector's Edition: Spyro the Dragon + Spyro 2: Ripto's Rage + Spyro: Year of the Dragon";"???";"Sony";"Unknown";"x";"";"x"
NA;"Spyro: Enter the Dragonfly";"???";"Vivendi Universal";"Unknown";"";"";"x"
NA;"Spyro: Season of Ice";"???";"Universal Interactive";"Unknown";"";"";"x"
NA;"Sqoon";"???";"Irem";"Unknown";"x";"";"x"
NA;"Squadra Corse Alfa Romeo";"???";"Black Bean";"Unknown";"";"";"x"
NA;"Squeeballs Party";"???";"Zen United";"Performance Designed Products";"";"";"x"
NA;"Squeeze Box";"???";"U.S. Games";"Unknown";"x";"";"x"
NA;"Squinkies 2: Adventure Mall Surprize!";"???";"Activision";"Unknown";"x";"";"x"
NA;"Squinkies: Surprize Inside";"???";"Activision";"Human Soft";"";"";"x"
NA;"Squish 'em featuring Sam";"???";"Interphase";"Interphase";"x";"";"x"
NA;"Squishy Tank";"???";"Natsume";"Unknown";"x";"";"x"
NA;"Sssnake";"???";"Watara";"Unknown";"";"";"x"
NA;"Sssnake";"???";"Gameworld";"Unknown";"";"";"x"
NA;"SSX";"???";"EA Sports Big";"Unknown";"";"";"x"
NA;"SSX 3";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"SSX 3";"???";"EA Sports Big";"Unknown";"";"";"x"
NA;"SSX On Tour";"???";"EA Sports Big";"Unknown";"";"";"x"
NA;"SSX Tricky";"???";"Electronic Arts";"Unknown";"";"";"x"
NA;"SSX Tricky";"???";"EA Sports Big";"Unknown";"";"";"x"
NA;"SSX: Out of Bounds";"???";"Electronic Arts";"Electronic Arts";"";"";"x"
NA;"Stack-Up";"???";"Nintendo";"Nintendo";"";"";"x"
NA;"Stacked with Daniel Negreanu";"???";"Myelin Media";"Unknown";"x";"";"x"
NA;"Stadium Games";"???";"Ignition";"Unknown";"";"";"x"
NA;"Stadium Mud Buggies";"???";"INTV";"Unknown";"x";"";"x"
NA;"Stake: Fortune Fighters";"???";"Metro 3D";"Gameness Art Software";"";"";"x"
NA;"Stampede";"???";"Activision";"Unknown";"";"";"x"
NA;"Stanley: The Search for Dr. Livingston";"???";"Electro Brain";"Unknown";"x";"";"x"
NA;"Star Castle";"???";"GCE";"Unknown";"x";"";"x"
NA;"Star Control II";"???";"Crystal Dynamics";"Unknown";"x";"";"x"
NA;"Star Fighter";"???";"3DO";"Unknown";"";"";"x"
NA;"Star Fox";"???";"Mythicon";"Unknown";"x";"";"x"
NA;"Star Ocean: First Departure";"???";"Square Enix";"Unknown";"";"";"x"
NA;"Star Ocean: Till the End of Time";"???";"Square Enix";"Unknown";"";"";"x"
NA;"Star Raiders";"???";"Atari";"Unknown";"";"";"x"
NA;"Star Raiders II";"???";"Atari";"Unknown";"";"";"x"
NA;"Star Ship";"???";"Atari";"Unknown";"x";"";"x"
NA;"Star Soldier";"???";"Taxan";"Unknown";"x";"";"x"
NA;"Star Soldier: Vanishing Earth";"???";"Electro Brain";"Unknown";"x";"";"x"
NA;"Star Strike";"???";"Telegames";"Unknown";"";"";"x"
NA;"Star Trek";"???";"CBS";"Coleco";"";"";"x"
NA;"Star Trek Generations: Beyond the Nexus";"???";"GameTek";"Absolute Entertainment";"";"";"x"
