"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
"SonyPlayStation2";"European Tennis Pro";NA;"Phoenix Games";"Unknown";1;0;0
"SonyPlayStation2";"Eve of Extinction";NA;"Eidos";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Ever Girl";NA;"THQ";"Unknown";0;1;0
"SonyPlayStation2";"Everblue";NA;"Capcom";"Unknown";1;0;0
"SonyPlayStation2";"Everblue 2";NA;"Capcom";"Unknown";1;1;0
"SonyPlayStation2";"Evergrace";NA;"Crave Entertainment, Ubi Soft Entertainment";"Unknown";1;1;0
"SonyPlayStation2";"Everquest Online Adventures";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"EverQuest Online Adventures: Frontiers";NA;"Sony";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 1";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 2";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 3";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 4";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 5";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 6";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Every Child Can Succeed 7";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStationPortable";"Every Extend Extra";NA;"Buena Vista Games";"Unknown";1;1;0
"SonyPlayStation2";"Everybody's Golf";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"Everybody's Golf";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"Everybody's Golf 2";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Everybody's Tennis";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"Everybody's Tennis";NA;"Sony";"Unknown";1;1;0
"NintendoDS";"Everything's Rosie";NA;"GSP";"Ocean Media";1;0;0
"SonyPlayStation2";"Evil Dead: A Fistful of Boomstick";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Evil Dead: Regeneration";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Evil Prophecy (McFarlane's)";NA;"Konami";"Unknown";1;1;0
"SonyPlayStation2";"Evil Twin: Cyprien's Chronicles";NA;"Ubi Soft Entertainment";"Unknown";1;0;0
"CBSColecoVision";"Evolution";NA;"Sydney";"Unknown";0;1;0
"SonyPlayStation2";"Evolution GT";NA;"Black Bean";"Unknown";1;1;0
"NintendoDS";"Evolution GT";NA;"Black Bean";"Island Racing Studios";1;1;0
"SonyPlayStation2";"Evolution Skateboarding";NA;"Konami";"Unknown";1;1;0
"SonyPlayStation2";"Evolution Snowboarding";NA;"Konami";"Unknown";1;1;0
"PhilipsCD-i";"Evolution: Change Through Natural Selection";NA;"AIMS";"Unknown";0;1;0
"Nintendo64";"Excitebike 64";NA;"Nintendo";"Unknown";1;1;0
"SuperNintendo";"Exertainment Mountain Bike Rally / Speed Racer";NA;"Life Fitness";"Unknown";0;1;0
"NECPCEngine";"Exile";NA;"Working Designs";"Unknown";0;1;0
"NECPCEngine";"Exile: Wicked Phenomenon";NA;"Working Designs";"Unknown";0;1;0
"SonyPlayStationPortable";"Exit 2";NA;"505 Games";"Taito";1;0;0
"AtariVCS";"Exocet";NA;"Sancho";"Unknown";1;1;0
"NES";"Exodus: Journey to the Promised Land";NA;"Wisdom Tree";"Unknown";0;1;0
"PhilipsVideopac+";"Exojet";NA;"To-Tek, Jopac";"To-Tek";1;0;0
"PhilipsCD-i";"Exploring Our Solar System";NA;"AIMS";"Unknown";0;1;0
"SonyPlayStation2";"Extermination";NA;"Sony";"Unknown";1;1;0
"AtariVCS";"Extra Terrestrials";NA;"Skill Screen Games";"Unknown";0;1;0
"NintendoGameBoyColor";"Extreme Ghostbusters";NA;"LSP, Wanadoo";"Game Guest";1;0;0
"NintendoGameBoyAdvance";"Extreme Ghostbusters: Code Ecto-1";NA;"LSP, Wanadoo";"Unknown";1;1;0
"SonyPlayStation";"Extreme Go-Kart Racing";NA;"Agetec";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Extreme Skate Adventure (Disney's)";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Extreme Skate Adventure (Disney's)";NA;"Activision";"Unknown";1;1;0
"NintendoGameBoyColor";"Extreme Sports with The Berenstain Bears";NA;"TDK";"Magnin & Associates";1;1;0
"SonyPlayStation2";"Extreme Sprint 3010";NA;"Phoenix Games";"Unknown";1;0;0
"SonyPlayStation";"Extreme Twin Pack: Jet Rider 2 + 2xtreme";NA;"Sony";"Unknown";1;0;0
"Nintendo64";"extreme-G";NA;"Acclaim";"Unknown";1;1;0
"Nintendo64";"extreme-G XG2";NA;"Acclaim";"Unknown";1;1;0
"SonyPlayStation2";"ExZeus";NA;"Metro 3D";"Unknown";1;0;0
"SonyPlayStationPortable";"The Eye of Judgement: Legends";NA;"Sony";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Eye of the Beholder";NA;"Infogrames";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Antigrav";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Chat";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Groove";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Kinetic";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Monkey Mania";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Play";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Play 2";NA;"Sony";"Unknown";1;1;0
"SonyPlayStation2";"Eye Toy Play 3";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Play: Astro Zoo";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Play: Hero";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Play: Pom Pom Party";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Eye Toy Play: Sports";NA;"Sony";"Unknown";1;0;0
"SonyPlayStationPortable";"EyePet";NA;"Sony";"Unknown";1;1;0
"SonyPlayStationPortable";"EyePet Adventures";NA;"Sony";"Unknown";1;0;0
"NintendoGameBoy";"F-1 Race";NA;"Nintendo";"Nintendo";1;1;0
"Nintendo64";"F-1 World Grand Prix";NA;"Video System";"Unknown";1;1;0
"NintendoGameBoyColor";"F-1 World Grand Prix";NA;"Video System";"Video System";1;0;0
"NintendoGameBoyColor";"F-1 World Grand Prix for Game Boy Color II";NA;"Video System";"Video System";1;1;0
"Nintendo64";"F-1 World Grand Prix II";NA;"Video System";"Unknown";1;0;0
"NES";"F-117A Stealth Fighter";NA;"MicroProse";"Unknown";0;1;0
"NintendoGameBoyAdvance";"F-14 Tomcat";NA;"Majesco";"Unknown";1;1;0
"Atari7800";"F-18 Hornet";NA;"Absolute";"Absolute";1;1;0
"NintendoGameBoyColor";"F-18 Thunder Strike";NA;"Take 2, Hasbro Interactive";"Unknown";1;1;0
"NintendoGameBoyAdvance";"F-24 Stealth Fighter";NA;"Majesco";"Unknown";0;1;0
"Nintendo64";"F-Zero X";NA;"Nintendo";"Unknown";1;1;0
"NintendoGameBoyAdvance";"F-Zero: GP Legend";NA;"Nintendo";"Unknown";1;1;0
"NintendoGameBoyAdvance";"F-Zero: Maximum Velocity";NA;"Nintendo";"Unknown";1;1;0
"NintendoGameBoyColor";"The F.A. Premier League Stars 2001";NA;"THQ";"EA Sports, Krisalis, Electronic Arts";1;0;0
"SonyPlayStation2";"F1 2001";NA;"EA Sports";"Unknown";1;1;0
"NintendoGameBoyAdvance";"F1 2002";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"F1 2002";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"F1 Career Challenge";NA;"EA Sports";"Unknown";1;1;0
"NintendoGameBoyColor";"F1 Championship Season 2000";NA;"Electronic Arts";"TierTex Design Studios";1;0;0
"SonyPlayStation2";"F1 Championship: Season 2000";NA;"EA Sports";"Unknown";1;1;0
"Nintendo64";"F1 Pole Position 64";NA;"Ubi Soft";"Unknown";1;1;0
"NintendoGameBoyColor";"F1 Racing Championship";NA;"Video System";"Unknown";1;0;0
"NES";"F15 City War";NA;"HES";"Idea-tek";1;1;0
"AtariVCS";"F18 vs Aliens";NA;"Hi-Score";"Unknown";1;1;0
"NintendoDS";"Fab 5 Soccer";NA;"Destineer";"Unknown";0;1;0
"MicrosoftXbox";"Fable";NA;"Microsoft Game Studios";"Lionhead Studios";1;1;0
"PhilipsCD-i";"Face Kitchen";NA;"Philips Interactive Media";"Unknown";1;0;0
"NintendoDSi";"Face Training";NA;"Nintendo";"Intelligent Systems";1;0;0
"CBSColecoVision";"Facemaker";NA;"Spinnaker";"Spinnaker";0;1;0
"SonyPlayStationPortable";"Fading Shadows";NA;"Ivolgamus";"Unknown";1;1;0
"SonyPlayStation2";"Fahrenheit";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation";"Faire Games: Language Arts";NA;"Lightspan";"Unknown";0;1;0
"SonyPlayStation";"Faire Games: Mathematics";NA;"Lightspan";"Unknown";0;1;0
"NintendoGameBoyAdvance";"The Fairly Odd Parents! Breakin' da Rules";NA;"THQ";"Unknown";0;1;0
"NintendoGameBoyAdvance";"The Fairly Odd Parents! Enter the Cleft";NA;"THQ";"Unknown";0;1;0
"NintendoGameBoyAdvance";"The Fairly Odd Parents! Clash with the Anti-World";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoyAdvance";"The Fairly Odd Parents! Shadow Showdown";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Fairly OddParents! Shadow Showdown";NA;"THQ";"Unknown";1;1;0
"NECPCEngine";"Falcon";NA;"TTI";"Unknown";0;1;0
"HartungGameMaster";"Falling Block";NA;"Hartung";"Unknown";1;0;0
"SonyPlayStation2";"Falling Stars";NA;"Ivolgamus";"Unknown";1;1;0
"SonyPlayStation2";"Fallout: Brotherhood of Steel";NA;"Interplay";"Unknown";1;1;0
"SonyPlayStation2";"Fame Academy: Dance Edition";NA;"Monte Cristo";"Unknown";1;0;0
"SonyPlayStation2";"Family Board Games";NA;"Liquid Games";"Unknown";1;0;0
"SonyPlayStation";"Family Connection Demonstration Disc";NA;"Lightspan";"Unknown";0;1;0
"NES";"Family Feud";NA;"GameTek";"Unknown";0;1;0
"3DOInteractiveMultiplayer";"Family Feud";NA;"GameTek";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Family Feud";NA;"Take-Two";"Unknown";0;1;0
"SonyPlayStation";"Family Feud";NA;"Hasbro Interactive";"Unknown";0;1;0
"SonyPlayStation2";"Family Feud";NA;"Global Star";"Unknown";0;1;0
"NintendoDS";"Family Feud: 2010 Edition";NA;"Ubisoft";"Unknown";0;1;0
"NintendoDS";"Family Fortunes";NA;"Mindscape";"Slam Productions";1;0;0
"SonyPlayStation2";"Family Game Night";NA;"EA";"Unknown";1;1;0
"SonyPlayStation";"Family Game Pack";NA;"3DO";"Unknown";0;1;0
"SonyPlayStation2";"Family Guy: Video Game!";NA;"2K Games";"Unknown";1;1;0
"BitCorporationGamate";"Famous";NA;"Bit Corporation";"Unknown";1;1;0
"NintendoDS";"Famous: The Road to Glory!";NA;"Nobilis";"Artefacts Studio";1;0;0
"NintendoDS";"Fancy Nancy: Tea Party Time!";NA;"THQ";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Fantastic 4";NA;"Activision";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Fantastic 4: Flame On";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Fantastic Four";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Fantastic Four: Rise of the Silver Surfer";NA;"2K Games";"Unknown";1;1;0
"BitCorporationGamate";"Fantasy Travel";NA;"Bit Corporation";"Unknown";1;1;0
"NECPCEngine";"Fantasy Zone";NA;"NEC";"Unknown";0;1;0
"SonyPlayStation2";"Fantavision";NA;"Sony";"Unknown";1;1;0
"MicrosoftXbox";"Far Cry: Instincts";NA;"Ubisoft";"Ubisoft Montreal";1;1;0
"MicrosoftXbox";"Far Cry: Instincts: Evolution";NA;"Ubisoft";"Ubisoft Montreal";1;1;0
"NES";"Faria: A World of Mystery & Danger!";NA;"NEXOFT";"Unknown";0;1;0
"NintendoDS";"Farm Frenzy 3";NA;"Purple Hills";"Alawar Games";1;0;0
"NintendoDS";"Farm Frenzy: Animal Country";NA;"City Interactive";"Alawar Games, NorthPole Studio";1;1;0
"NintendoDS";"Farm Life: Manage Your Own Farm";NA;"Ubisoft Entertainment";"Black Lantern Studios";1;1;0
"NintendoDS";"Farmtopia";NA;"505 Games";"Unknown";0;1;0
"AtariVCS";"Farmyard Fun";NA;"Suntek";"Home Vision";1;0;0
"NintendoDS";"Fashion Designer: High Fashion";NA;"505 Games";"Creative Patterns";1;1;0
"NintendoDS";"Fashion Dogz";NA;"Ubisoft Entertainment";"Future Creates";1;1;0
"SonyPlayStation2";"The Fast and the Furious";NA;"Namco";"Unknown";1;1;0
"AtariVCS";"Fast Food";NA;"Telesys";"Unknown";1;1;0
"SonyPlayStationPortable";"Fat Princess: Fistful of Cake";NA;"Sony";"Unknown";1;1;0
"WataraSupervision";"Fatal Craft";NA;"Watara";"Unknown";1;1;0
"SonyPlayStation2";"Fatal Fury Battle Archives: Volume 1";NA;"Ignition Entertainment";"Unknown";1;1;0
"SonyPlayStation2";"Fatal Fury: Battle Archives: Vol. 2";NA;"SNK Playmore";"Unknown";0;1;0
"SonyPlayStation";"Fatal Fury: Wild Ambition";NA;"SNK";"Unknown";0;1;0
"AtariVCS";"Fatal Run";NA;"Atari";"Unknown";1;1;0
"SonyPlayStationPortable";"Fate / Extra";NA;"Ghostlight";"Unknown";1;1;0
"AtariVCS";"Fathom";NA;"Imagic";"Unknown";1;1;0
"AtariVCS";"Fathom";NA;"Imagic";"Unknown";1;1;0
"3DOInteractiveMultiplayer";"Fatty Bear's Birthday Surprise";NA;"Humongous Entertainment";"Unknown";0;1;0
"3DOInteractiveMultiplayer";"Fatty Bear's Funpack";NA;"Humongous Entertainment";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Fear Factor Unleashed";NA;"Hip";"Unknown";0;1;0
"NES";"Felix the Cat";NA;"Hudson";"Hudson";1;1;0
"SonyPlayStation2";"Ferrari Challenge: Trofeo Pirelli";NA;"System 3";"Unknown";1;1;0
"AtariLynx";"The Fidelity Ultimate Chess Challenge";NA;"Telegames";"Fidelity Electronics";1;1;0
"NintendoGameBoy";"The Fidgetts";NA;"Elite Systems";"Game Over";1;1;0
"SonyPlayStationPortable";"Field Commander";NA;"Ubisoft";"Unknown";1;1;0
"SonyPlayStation2";"FIFA 06";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"FIFA 07";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"FIFA 08";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"FIFA 09";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"FIFA 10";NA;"EA Sports";"Unknown";1;1;0
"NintendoDS";"FIFA 11";NA;"Electronic Arts";"Exient Entertainment";1;1;0
"SonyPlayStation2";"FIFA 2001";NA;"EA Sports";"Unknown";1;1;0
"Nintendo64";"FIFA 64";NA;"Electronic Arts";"Unknown";1;1;0
"NintendoGameBoyAdvance";"FIFA Football";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Football 2002";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Football 2003";NA;"EA Sports";"Unknown";1;1;0
"NintendoGameBoyAdvance";"FIFA Football 2004";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Football 2004";NA;"EA Sports";"Unknown";1;1;0
"NintendoGameBoyAdvance";"FIFA Football 2005";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Football 2005";NA;"EA Sports";"Unknown";1;1;0
"3DOInteractiveMultiplayer";"FIFA International Soccer";NA;"Electronic Arts";"Unknown";0;1;0
"SuperNintendo";"FIFA Road to World Cup 98";NA;"Electronic Arts";"EA Sports";1;0;0
"NintendoGameBoyAdvance";"FIFA Soccer 06";NA;"Electronic Arts";"Unknown";1;1;0
"NintendoGameBoyAdvance";"FIFA Soccer 07";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Street";NA;"EA Sports Big";"Unknown";1;1;0
"SonyPlayStation2";"FIFA Street 2";NA;"EA Sports Big";"Unknown";1;1;0
"NintendoGameBoyAdvance";"FIFA World Cup Germany 2006";NA;"Electronic Arts";"Unknown";1;1;0
"SonyPlayStation2";"FIFA World Cup Germany 2006";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"Fight Club";NA;"Sierra";"Unknown";1;1;0
"Atari7800";"Fight Night";NA;"Atari";"Atari";1;1;0
"SonyPlayStation2";"Fight Night 2004";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"Fight Night: Round 2";NA;"EA Sports";"Unknown";1;1;0
"SonyPlayStation2";"Fight Night: Round 3";NA;"EA Sports";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Fightbox";NA;"BBC";"Unknown";1;0;0
"SonyPlayStation2";"Fightbox";NA;"BBC Worldwide";"Unknown";1;0;0
"SonyPlayStation2";"Fighter Maker 2";NA;"Agetec";"Unknown";0;1;0
"Nintendo64";"Fighters Destiny";NA;"Ocean";"Unknown";1;1;0
"Nintendo64";"Fighters Destiny 2";NA;"SouthPeak";"Unknown";0;1;0
"SonyPlayStation2";"Fighting Angels";NA;"505 GameStreet";"Unknown";1;0;0
"NintendoDS";"Fighting Fantasy: The Warlock of Firetop Mountain";NA;"Aspyr";"Unknown";0;1;0
"SonyPlayStation2";"Fighting Fury";NA;"Midas";"Unknown";1;0;0
"SegaMegaDrive";"Fighting Masters";NA;"Treco";"Unknown";0;1;0
"NintendoGameBoy";"Fighting Simulator: 2 in 1: Flying Warriors";NA;"Culture Brain";"Culture Brain";1;1;0
"NECPCEngine";"Fighting Street";NA;"NEC";"Unknown";0;1;0
"NintendoGameBoyAdvance";"FILA Decathlon";NA;"THQ";"Unknown";1;0;0
"MicrosoftXbox";"FILA World Tour Tennis";NA;"THQ";"Xicat Interactive";1;0;0
"AtariVCS";"Final Approach";NA;"Apollo";"Unknown";0;1;0
"SonyPlayStation2";"Final Armada";NA;"Virgin Play";"Unknown";1;0;0
"WataraSupervision";"Final Combat";NA;"Watara";"Unknown";1;1;0
"SonyPlayStationPortable";"Final Fantasy";NA;"Square Enix";"Unknown";1;1;0
"NES";"Final Fantasy";NA;"Nintendo";"Unknown";0;1;0
"SonyPlayStation";"Final Fantasy Anthology";NA;"Squaresoft";"Unknown";0;1;0
"SonyPlayStation";"Final Fantasy Chronicles";NA;"Squaresoft";"Unknown";0;1;0
"SonyPlayStationPortable";"Final Fantasy II";NA;"Square Enix";"Unknown";1;1;0
"SonyPlayStationPortable";"Final Fantasy IV: The Complete Collection";NA;"Square Enix";"Unknown";1;1;0
"SonyPlayStation";"Final Fantasy Tactics";NA;"Squaresoft";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Final Fantasy Tactics Advance";NA;"Nintendo";"Unknown";1;1;0
"SonyPlayStationPortable";"Final Fantasy Tactics: War of the Lions";NA;"Square Enix";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Final Fantasy V Advance";NA;"Nintendo";"Unknown";1;1;0
"SonyPlayStation2";"Final Fantasy X";NA;"Sony, Squaresoft";"Unknown";1;1;0
"SonyPlayStation2";"Final Fantasy X-2";NA;"Square Enix";"Unknown";1;1;0
"SonyPlayStation2";"Final Fantasy XI Online";NA;"Squaresoft";"Unknown";0;1;0
"SonyPlayStation2";"Final Fantasy XI Online: Chains of Promathia Expansion Pack";NA;"Square Enix";"Unknown";0;1;0
"SonyPlayStation2";"Final Fantasy XI: Treasures of Aht Urhgan";NA;"Square Enix";"Unknown";0;1;0
"SonyPlayStation2";"Final Fantasy XI: Vana'diel Collection 2008";NA;"Square Enix";"Unknown";0;1;0
"SonyPlayStation2";"Final Fantasy XI: Wings of the Goddess";NA;"Square Enix";"Unknown";0;1;0
"SonyPlayStation2";"Final Fantasy XII";NA;"Square Enix";"Unknown";1;1;0
"NintendoDS";"Final Fantasy: Crystal Chronicles: Echoes of Time";NA;"Square Enix";"Square Enix";1;1;0
"NintendoDS";"Final Fantasy: The 4 Heroes of Light";NA;"Square Enix";"Matrix Software";1;1;0
"SonyPlayStation2";"Final Fight Streetwise";NA;"Capcom";"Unknown";1;1;0
"NECPCEngine";"Final Lap Twin";NA;"NEC";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Final Round Golf";NA;"Konami";"Unknown";1;1;0
"SegaMegaDrive";"Final Zone";NA;"Renovation";"Unknown";0;1;0
"NECPCEngine";"Final Zone II";NA;"NEC";"Unknown";0;1;0
"NintendoDS";"Finding Nemo: Escape to the Big Blue: Special Edition";NA;"Disney";"Altron";1;1;0
"NintendoGameBoyAdvance";"Finding Nemo";NA;"THQ";"Unknown";1;1;0
"SonyPlayStation2";"Finding Nemo";NA;"THQ";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Finding Nemo: The Continuing Adventures";NA;"THQ";"Unknown";1;1;0
"HartungGameMaster";"Finite Zone";NA;"Impel";"Unknown";1;0;0
"SonyPlayStation2";"Finkles World";NA;"Phoenix Games";"Unknown";1;0;0
"SonyPlayStation2";"Finny the Fish & the Seven Waters";NA;"Natsume";"Unknown";0;1;0
"NintendoGameBoyAdvance";"Fire Emblem";NA;"Nintendo";"Unknown";1;1;0
"NintendoDS";"Fire Emblem: Shadow Dragon";NA;"Nintendo";"Intelligent Systems";1;1;0
"NintendoGameBoyAdvance";"Fire Emblem: The Sacred Stones";NA;"Nintendo";"Unknown";1;1;0
"NintendoGameBoy";"Fire Fighter";NA;"Mindscape";"Teeny Weeny Games";1;0;0
"AtariVCS";"Fire Fighter";NA;"Imagic";"Unknown";1;1;0
"AtariVCS";"Fire Fly";NA;"Mythicon";"Unknown";0;1;0
"SonyPlayStation2";"Fire Heroes";NA;"505 GameStreet";"Unknown";1;0;0
"NintendoGameBoyAdvance";"Fire Pro Wrestling";NA;"BAM!";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Fire Pro Wrestling 2";NA;"BAM!";"Unknown";0;1;0
"SonyPlayStation2";"Fire Pro Wrestling Returns";NA;"505 Games";"Unknown";1;1;0
"AtariVCS";"Fireball";NA;"Starpath Corporation";"Unknown";1;1;0
"AtariVCS";"Firebug";NA;"Suntek";"Unknown";1;0;0
"SonyPlayStationPortable";"Fired Up";NA;"Sony";"Unknown";1;0;0
"SonyPlayStation2";"Firefighter F.D. 18";NA;"Konami";"Unknown";1;1;0
"NintendoDS";"Fireman Sam";NA;"GSP";"Uacari";1;0;0
"PhilipsCD-i";"A First Look at Birds";NA;"AIMS";"Unknown";0;1;0
"PhilipsCD-i";"A First Look at Mammals";NA;"AIMS";"Unknown";0;1;0
"PhilipsCD-i";"A First Look at Trees";NA;"AIMS";"Unknown";0;1;0
"NintendoGameBoyColor";"The Fish Files";NA;"Microïds";"7th Sense";1;0;0
"NintendoDS";"Fishdom";NA;"Rondomedia";"Joindots";1;1;0
"NES";"Fisher-Price: Firehouse Rescue";NA;"GameTek";"Unknown";0;1;0
"NES";"Fisher-Price: I Can Remember";NA;"GameTek";"Unknown";0;1;0
"NES";"Fisher-Price: Perfect Fit";NA;"GameTek";"Unknown";0;1;0
"SonyPlayStation2";"Fisherman's Challenge";NA;"Konami";"Unknown";1;1;0
"AtariVCS";"Fishing Derby";NA;"Activision";"Unknown";1;1;0
"SonyPlayStation2";"Fishing Fantasy: Buzzrod";NA;"505 GameStreet";"Unknown";1;0;0
"NES";"Fist of the North Star";NA;"Taxan";"Unknown";0;1;0
"BitCorporationGamate";"Fist of Thunder";NA;"Bit Corporation";"Unknown";1;1;0
"SonyPlayStation2";"Fitness Fun";NA;"505 GameStreet";"Unknown";1;0;0
"AtariVCS";"Five Eagle";NA;"SpaceVision";"Unknown";1;1;0
"NintendoGameBoyColor";"Fix und Foxi: Episode 1: Lupo";NA;"Ravensburger";"Similis Software";1;0;0
"AtariVCS";"Flag Capture";NA;"Atari";"Unknown";0;1;0
"SegaDreamcast";"Flag to Flag";NA;"Sega";"Unknown";0;1;0
"NintendoGameBoy";"The Flash";NA;"THQ";"Equilibrium";1;1;0
"SonyPlayStation2";"Flatout";NA;"Empire";"Unknown";1;1;0
"SonyPlayStation2";"Flatout 2";NA;"Empire";"Unknown";1;1;0
"AtariXEGS";"Flight Simulator II";NA;"Atari";"Unknown";1;1;0
"SonyPlayStation2";"The Flintstones in Viva Rock Vegas";NA;"Midas";"Unknown";1;0;0
"SonyPlayStation2";"The Flintstones: Bedrock Racing";NA;"blast!";"Unknown";1;0;0
"NintendoGameBoyAdvance";"The Flintstones: Big Trouble in Bedrock";NA;"Swing!";"Unknown";1;1;0
"NintendoGameBoyColor";"The Flintstones: Burgertime in Bedrock";NA;"Conspiracy";"Conspiracy";1;1;0
"NintendoGameBoy";"The Flintstones: King Rock Treasure Island";NA;"Taito";"Taito";1;1;0
"SonyPlayStation2";"Flipnic";NA;"Ubi Soft Entertainment";"Unknown";1;1;0
"PhilipsVideopac+";"Flipper";NA;"To-Tek, Jopac";"To-Tek";1;0;0
"NintendoGameBoyColor";"Flipper & Lopaka";NA;"Ubi Soft";"Planet Interactive Development";1;0;0
"PhilipsVideopac";"Flipper Game";NA;"Philips";"Philips";1;1;0
"CBSColecoVision";"Flipper Slipper";NA;"Spectravision";"Spectravision";0;1;0
"BitCorporationGamate";"Flipuzzle";NA;"Bit Corporation";"Unknown";1;1;0
"NokiaN-Gage";"Flo Boarding";NA;"Nokia";"Unknown";1;0;0
"SonyPlayStation2";"Flow: Urban Dance Uprising";NA;"Ubisoft";"Unknown";1;1;0
"NintendoGameBoyAdvance";"Flushed Away";NA;"D3 Publisher";"Unknown";1;1;0
"SonyPlayStation2";"Flushed Away";NA;"D3 Publisher";"Unknown";1;1;0
"Nintendo64";"Flying Dragon";NA;"Interplay";"Unknown";1;1;0
"NES";"Flying Dragon: The Secret Scroll";NA;"Culture Brain";"Unknown";0;1;0
"BitCorporationGamate";"Flying Goblin";NA;"Bit Corporation";"Unknown";1;1;0
"3DOInteractiveMultiplayer";"Flying Nightmares";NA;"Domark";"Unknown";0;1;0
"SonyPlayStation";"Flying Squadron";NA;"Phoenix Games";"Naps Team";1;0;0
"NES";"Flying Warriors";NA;"Culture Brain";"Unknown";0;1;0
"3DOInteractiveMultiplayer";"Foes of Ali";NA;"Electronic Arts";"Unknown";0;1;0
"Atari7800";"Food Fight";NA;"Atari";"Atari";1;1;0
"MattelIntellivision";"Football";NA;"Mattel";"Unknown";1;1;0
"AtariVCS";"Football";NA;"Atari";"Unknown";0;1;0
"PhilipsCD-i";"Football";NA;"Philips Interactive Media";"Unknown";1;0;0
"NintendoDS";"Football Academy";NA;"Electronic Arts";"HB Studios";1;0;0
"SonyPlayStation2";"Football Generation";NA;"Midas";"Unknown";1;0;0
"NintendoGameBoy";"Football International";NA;"Bandai";"Tokyo Shoseki";1;0;0
"SonyPlayStationPortable";"Football Manager Handheld";NA;"Sega";"Unknown";1;0;0
"SonyPlayStationPortable";"Football Manager Handheld 2007";NA;"Sega";"Unknown";1;0;0
"SonyPlayStationPortable";"Football Manager Handheld 2008";NA;"Sega";"Unknown";1;0;0
