"Original System";"Title";"Year";"Publisher";"Developer";"Europe";"US";"Japan"
"SuperNintendo";"Cyber Spin";NA;"Takara";"Unknown";0;1;0
"SegaMegaDrive";"David Robinson's Supreme Court";NA;"Sega";"ACME Interactive";1;1;0
"SegaGameGear";"Defenders of Oasis";NA;"Sega";"Sega";1;1;0
"NES";"Déjà Vu";NA;"Kemco";"Icom Simulations";1;1;0
"SegaMegaDrive";"Desert Strike: Return to the Gulf";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NES";"Die Hard";NA;"Activision";"Pack-In-Video";1;1;0
"SegaMegaDrive";"Double Dragon";NA;"Ballistic";"Accolade";1;1;0
"SegaMegaDrive";"Double Dragon 3: The Arcade Game";NA;"Flying Edge";"Software Creations Cartridge";1;1;0
"SuperNintendo";"Dragon's Lair";NA;"Elite";"Motivetime";1;1;0
"NES";"Dragon's Lair";NA;"Elite";"Motivetime";1;1;0
"SegaMegaDrive";"Dungeons & Dragons: Warriors of the Eternal Sun";NA;"Sega";"Sega";1;1;0
"SegaMegaDrive";"Ecco the Dolphin";NA;"Sega";"Novotrade";1;1;0
"SegaMegaDrive";"Empire of Steel";NA;"Flying Edge";"Hot-B";1;1;0
"PhilipsCD-i";"Escape From CyberCity";NA;"Philips Interactive Media";"Fathom Pictures";1;1;0
"SegaMegaDrive";"European Club Soccer";NA;"Virgin Interactive";"Krysalis";1;1;0
"SegaMegaDrive";"Evander Holyfield's Real Deal Boxing";NA;"Sega";"Sega";1;1;0
"SegaMegaDrive";"Ex-Mutants";NA;"Sega";"Malibu Interactive";1;1;0
"SuperNintendo";"Exhaust Heat";NA;"Ocean";"Seta";1;1;0
"SuperNintendo";"Extra Innings";NA;"Sony Imagesoft";"Unknown";0;1;0
"SuperNintendo";"F-Zero";NA;"Nintendo";"Nintendo";1;1;0
"SuperNintendo";"Faceball 2000";NA;"Bullet Proof Software";"Unknown";0;1;0
"SegaGameGear";"Fantasy Zone";NA;"Sega";"Sanritsu";1;1;0
"NintendoGameBoy";"Fastest Lap";NA;"NTVIC";"Unknown";0;1;0
"SNKNeoGeo";"Fatal Fury 2";NA;"SNK";"SNK";1;1;0
"SegaMegaDrive";"Ferrari Grand Prix Challenge";NA;"Flying Edge";"Varie Corporation";1;1;0
"SuperNintendo";"Final Fight";NA;"Capcom";"Capcom";1;1;0
"NES";"The Flintstones: The Rescue of Dino & Hoppy";NA;"Taito";"Taito";1;1;0
"SNKNeoGeo";"Football Frenzy";NA;"SNK";"SNK";0;1;0
"SegaMegaDrive";"G-LOC: Air Battle";NA;"Sega";"Sega";1;1;0
"SuperNintendo";"George Foreman's KO Boxing";NA;"Acclaim";"Beam Software";1;1;0
"SegaMegaDrive";"Global Gladiators";NA;"Virgin Interactive";"Virgin Interactive";1;1;0
"PhilipsCD-i";"Golgo 13";NA;"Japan Interactive Media";"Unknown";0;0;1
"SegaMegaDrive";"Grandslam: The Tennis Tournament";NA;"Sega";"System Sacom";1;1;0
"SegaMegaDrive";"Greendog: The Beached Surfer Dude!";NA;"Sega";"Sega";1;1;0
"NES";"The Guardian Legend";NA;"Nintendo";"Compile";1;1;0
"SuperNintendo";"GunForce";NA;"Irem";"Unknown";0;1;0
"NintendoGameBoy";"High Stakes Gambling";NA;"Electro Brain";"Unknown";0;1;0
"SuperNintendo";"Imperium";NA;"Vic Tokai";"Unknown";0;1;0
"NintendoGameBoy";"Jeep Jamboree: Off Road Adventure";NA;"Virgin";"Unknown";0;1;0
"SuperNintendo";"Jeopardy!";NA;"GameTek";"Unknown";0;1;0
"SuperNintendo";"Joe & Mac: Caveman Ninja";NA;"Elite";"Data East";1;1;0
"SegaMegaDrive";"John Madden Football '93";NA;"Electronic Arts";"Looking Glass Studios";1;1;0
"SuperNintendo";"Ka-blooey";NA;"Kemco";"Unknown";0;1;0
"NES";"Kabuki Quantum Fighter";NA;"Nintendo";"HAL, Human";1;1;0
"SuperNintendo";"Kick Off";NA;"Imagineer";"Anco";1;0;0
"NES";"Kick Off";NA;"Imagineer";"Enigma Variations";1;0;0
"SegaMegaDrive";"Kid Chameleon";NA;"Sega";"Sega";1;1;0
"SNKNeoGeo";"King of the Monsters 2";NA;"SNK";"SNK";0;1;0
"NintendoGameBoy";"Knight Quest";NA;"Taito";"Unknown";0;1;0
"SuperNintendo";"Krusty's Super Fun House";NA;"Acclaim";"Audiogenic Software";1;1;0
"SegaMasterSystem";"Land of Illusion starring Mickey Mouse";NA;"Sega";"Sega";1;1;0
"PhilipsCD-i";"Laser Lords";NA;"Philips Interactive Media";"Spinnaker Software";1;1;0
"SNKNeoGeo";"Last Resort";NA;"SNK";"SNK";0;1;0
"NintendoGameBoy";"Lazlo's Leap";NA;"DTMC";"Unknown";0;1;0
"SegaMegaDrive";"The Legend of Galahad";NA;"Electronic Arts";"Psygnosis";1;1;0
"SuperNintendo";"The Legend of Zelda: A Link to the Past";NA;"Nintendo";"Nintendo";1;1;0
"NES";"Lethal Weapon: L'Arme Fatale";NA;"Ocean";"Eurocom";1;1;0
"SegaMegaDrive";"LHX Attack Chopper";NA;"Electronic Arts";"Electronic Arts";1;1;0
"PhilipsCD-i";"Lords of the Rising Sun";NA;"Philips Interactive Media";"Philips Interactive Media";1;1;0
"SegaMegaDrive";"Lotus Turbo Challenge";NA;"Electronic Arts";"Gremlin Interactive";1;1;0
"SegaMega-CD";"Make My Video: Marky Mark and the Funky Bunch";NA;"Sega";"Unknown";0;1;0
"NES";"Maniac Mansion";NA;"Jaleco";"Lucasfilm Games";1;1;0
"NES";"Mario & Yoshi";NA;"Nintendo";"Game Freak";1;1;0
"SuperNintendo";"Mario Paint";NA;"Nintendo";"Nintendo";1;1;0
"SegaMasterSystem";"Master of Darkness";NA;"Sega";"Sega";1;1;0
"NES";"Mega Man 3";NA;"Nintendo";"Capcom";1;1;0
"SegaMegaDrive";"Menacer 6-Game Cartridge";NA;"Sega";"Sega";1;1;0
"SuperNintendo";"Monopoly";NA;"Majesco";"Unknown";0;1;0
"NintendoGameBoy";"Mouse Trap Hotel";NA;"Milton Bradley";"Unknown";0;1;0
"SuperNintendo";"Musya: The Classic Japanese Tale of Horror";NA;"Seta";"Unknown";0;1;0
"SNKNeoGeo";"Mutation Nation";NA;"SNK";"SNK";0;1;0
"PhilipsCD-i";"Mystic Midway: Rest in Pieces";NA;"Philips Interactive Media";"Philips Interactive Media";1;1;0
"NES";"NES Open Tournament Golf";NA;"Nintendo";"Nintendo";1;1;0
"SegaMegaDrive";"NFL Sports Talk Football '93 starring Joe Montana";NA;"Sega";"BlueSky";1;1;0
"SegaMegaDrive";"NHLPA Hockey 93";NA;"Electronic Arts";"Park Place Productions";1;1;0
"SNKNeoGeo";"Ninja Commando";NA;"SNK";"ADK";0;1;0
"NintendoGameBoy";"Ninja Taro";NA;"Sammy";"Unknown";0;1;0
"SuperNintendo";"Nolan Ryan's Baseball";NA;"Romstar";"Unknown";0;1;0
"NES";"North & South";NA;"Infogrames";"Kemco";1;1;0
"SegaMegaDrive";"Olympic Gold: Barcelona '92";NA;"US Gold";"TierTex";1;1;0
"NintendoGameBoy";"Out of Gas";NA;"FCI";"Unknown";0;1;0
"SegaMegaDrive";"Paperboy 2";NA;"Tengen";"Tengen";1;1;0
"NES";"Parodius";NA;"Palcom";"Konami";1;0;0
"SegaMegaDrive";"PGA Tour Golf II";NA;"Electronic Arts";"Polygames";1;1;0
"NES";"Phantom Air Mission";NA;"Activision";"Imagineering";1;1;0
"SuperNintendo";"Pilotwings";NA;"Nintendo";"Nintendo";1;1;0
"PhilipsCD-i";"Pinball";NA;"Philips Interactive Media";"CapDisc";1;1;0
"SegaGameGear";"Popils: The Blockbusting Challenge";NA;"Tengen";"Tengen";1;1;0
"NES";"Power Blade";NA;"Taito";"Taito";1;1;0
"SegaMega-CD";"Power Factory: C&C Music Factory Make My Video";NA;"Sony Imagesoft";"Digital Pictures";1;1;0
"PhilipsCD-i";"Power Hitter";NA;"Philips Interactive Media";"Fathom Pictures";1;1;0
"SegaMegaDrive";"PowerMonger";NA;"Electronic Arts";"Bullfrog";1;1;0
"SegaMasterSystem";"Predator 2";NA;"Acclaim Entertainment";"Teeny Weeny Games";1;1;0
"SegaMegaDrive";"Predator 2";NA;"Arena Entertainment";"Perfect Entertainment";1;1;0
"SuperNintendo";"Pro Quarterback";NA;"Tradewest";"Unknown";0;1;0
"SegaMasterSystem";"Putt & Putter";NA;"Sega";"Sims";1;1;0
"SuperNintendo";"Q*bert 3";NA;"Vap";"Unknown";0;1;0
"SNKNeoGeo";"Quiz Meitantei Neo & Geo: Quiz Daisousa Sen Part 2";NA;"SNK";"SNK";0;0;1
"SuperNintendo";"Raiden Trad";NA;"Trad Electro Brain";"Unknown";0;1;0
"NES";"Real Player's Pak";NA;"HES";"Mega Soft";1;1;0
"NintendoGameBoy";"The Ren & Stimpy Show: Space Cadet Adventures";NA;"THQ";"Unknown";0;1;0
"SegaMega-CD";"Rise of the Dragon";NA;"Dynamix";"Unknown";0;1;0
"SegaMegaDrive";"Risky Woods";NA;"Electronic Arts";"Electronic Arts";1;1;0
"SuperNintendo";"Rival Turf";NA;"Jaleco";"Jaleco";1;1;0
"NES";"Road Fighter";NA;"Palcom";"Konami";1;0;0
"SegaMegaDrive";"Road Rash II";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NES";"Robin Hood: Prince of Thieves";NA;"Mindscape";"Sculptured Software";1;1;0
"SuperNintendo";"RoboCop 3";NA;"Ocean";"Ocean";1;1;0
"SuperNintendo";"The Rocketeer";NA;"IGS";"Unknown";0;1;0
"NES";"Rockin' Kats";NA;"Atlus";"Atlus";1;1;0
"SuperNintendo";"Roger Clemens' MVP Baseball";NA;"Ljn";"Unknown";0;1;0
"NintendoGameBoy";"Rolan's Curse II";NA;"Sammy";"Unknown";0;1;0
"SegaMegaDrive";"Rolo to the Rescue";NA;"Electronic Arts";"Vectordean";1;1;0
"NES";"Roundball: 2-on-2 Challenge";NA;"Mindscape";"Data East";1;1;0
"SegaMega-CD";"Sega Classics Arcade Collection: Limited Edition";NA;"Sega";"Sega";1;1;0
"SegaMega-CD";"Sewer Shark";NA;"Sony Imagesoft";"Digital Pictures";1;1;0
"SegaMegaDrive";"Shadow of the Beast II";NA;"Electronic Arts";"Psygnosis";1;1;0
"NES";"Shatterhand";NA;"Jaleco";"Natsume";1;1;0
"SegaGameGear";"Shinobi II: The Silent Fury";NA;"Sega";"Sega";1;1;0
"SuperNintendo";"SimCity";NA;"Nintendo";"Maxis";1;1;0
"NES";"The Simpsons: Bart vs. The World";NA;"Acclaim";"Imagineering";1;1;0
"SuperNintendo";"The Simpsons: Bart's Nightmare";NA;"Acclaim";"Sculptured Software";1;1;0
"SuperNintendo";"Sküljagger: Revolt of the Westicans";NA;"American Softworks";"Unknown";0;1;0
"SuperNintendo";"SmartBall";NA;"Sony Imagesoft";"Unknown";0;1;0
"NES";"Snake's Revenge";NA;"Konami";"Konami";1;1;0
"SNKNeoGeo";"Soccer Brawl";NA;"SNK";"SNK";0;1;0
"NintendoGameBoy";"Soccer Mania";NA;"Sony";"Unknown";0;1;0
"SegaMega-CD";"Sol-Feace";NA;"Sega";"Wolf Team";1;1;0
"SegaMasterSystem";"Sonic The Hedgehog 2";NA;"Sega";"Aspect";1;1;0
"SegaMegaDrive";"Sonic the Hedgehog 2";NA;"Sega";"Sega Technical Institute, Sonic Team";1;1;0
"SuperNintendo";"Space Football";NA;"Triffix";"Unknown";0;1;0
"SegaMasterSystem";"Space Gun";NA;"Taito Corporation";"Taito Corporation";1;0;0
"SegaMasterSystem";"Special Criminal Investigation";NA;"Sega";"Taito Corporation";1;0;0
"SegaMasterSystem";"Speedball";NA;"Mirrorsoft, Virgin Interactive";"Bitmap Brothers";1;0;0
"SegaMasterSystem";"Spider-Man: Return of the Sinister Six";NA;"Flying Edge";"B.I.T.S.";1;1;0
"SuperNintendo";"Spindizzy Worlds";NA;"Activision";"ASCII";1;1;0
"SegaMegaDrive";"Splatterhouse 2";NA;"Sega";"Namco, Now Production";1;1;0
"NintendoGameBoy";"Square Deal";NA;"DTMC";"Unknown";0;1;0
"NES";"Star Wars";NA;"JVC";"Lucasfilm Games, Beam Software";1;1;0
"NES";"StarTropics";NA;"Nintendo";"Nintendo";1;1;0
"SegaMegaDrive";"Steel Talons";NA;"Tengen";"Tengen";1;1;0
"SuperNintendo";"Street Fighter II";NA;"Capcom";"Capcom";1;1;0
"NES";"Street Gangs";NA;"Infogrames";"Technos";1;1;0
"SegaMasterSystem";"Strider II";NA;"U.S. Gold";"TierTex Design Studios";1;1;0
"SegaMegaDrive";"Sunset Riders";NA;"Konami";"Konami";1;1;0
"SuperNintendo";"Super Adventure Island";NA;"Hudson";"Hudson";1;1;0
"SuperNintendo";"Super Batter Up";NA;"Namco";"Unknown";0;1;0
"SuperNintendo";"Super Bowling";NA;"American Technos";"Unknown";0;1;0
"SuperNintendo";"Super Castlevania IV";NA;"Konami";"Konami";1;1;0
"SuperNintendo";"Super Ghouls 'n Ghosts";NA;"Nintendo";"Capcom";1;1;0
"SuperNintendo";"Super Mario World";NA;"Nintendo";"Nintendo";1;1;0
"SuperNintendo";"Super Play Action Football";NA;"Nintendo";"Unknown";0;1;0
"SuperNintendo";"Super Probotector: Alien Rebels";NA;"Konami";"Konami";1;1;0
"SuperNintendo";"Super R-Type";NA;"Nintendo";"Irem";1;1;0
"SNKNeoGeo";"Super Sidekicks";NA;"SNK";"SNK";0;1;0
"SuperNintendo";"Super Smash T.V.";NA;"Acclaim Entertainment";"Beam Software";1;1;0
"SuperNintendo";"Super Soccer";NA;"Nintendo";"Human";1;1;0
"NES";"Super Spike V'Ball";NA;"Nintendo";"Technos";1;1;0
"NES";"Super Spy Hunter";NA;"Sunsoft";"Tokai";1;1;0
"SuperNintendo";"Super Strike Gunner";NA;"Activision";"Athena";1;1;0
"SuperNintendo";"Super Tennis";NA;"Nintendo";"Tokyo Shoseki";1;1;0
"NES";"TaleSpin (Disney's)";NA;"Capcom";"Capcom";1;1;0
"SegaMegaDrive";"TaleSpin (Disney's)";NA;"Sega";"Sega";1;1;0
"PhilipsCD-i";"Tangram";NA;"Eaglevision Interactive";"Eaglevision";1;0;0
"SegaMasterSystem";"Taz-Mania";NA;"Sega";"Sega";1;1;0
"SegaMegaDrive";"Taz-Mania";NA;"Sega";"Sega";1;1;0
"SegaMegaDrive";"Team USA Basketball";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NES";"Tecmo World Cup Soccer";NA;"Tecmo";"Unknown";1;0;0
"SuperNintendo";"Teenage Mutant Hero Turtles IV: Turtles in Time";NA;"Konami";"Konami";1;1;0
"NES";"Terminator 2: Judgment Day";NA;"Ljn";"Software Creations";1;1;0
"SegaMegaDrive";"Test Drive II: The Duel";NA;"Ballistic";"Accolade";1;1;0
"PhilipsCD-i";"Tetris";NA;"Philips Interactive Media";"Philips Interactive Media";1;1;0
"PhilipsCD-i";"Text Tiles";NA;"Philips Interactive Media";"CapDisc";1;1;0
"SegaMegaDrive";"Thunder Force IV";NA;"Technosoft";"Technosoft";1;1;0
"SuperNintendo";"Thunder Spirits";NA;"Seika Corp.";"Unknown";0;1;0
"NES";"Tiny Toon Adventures";NA;"Konami";"Konami";1;1;0
"NES";"Tom & Jerry";NA;"Hi Tech Expressions";"Software Creations";1;1;0
"SegaMasterSystem";"Tom and Jerry: The Movie";NA;"Sega";"Sega";1;1;0
"NintendoGameBoy";"Toxic Crusaders";NA;"Bandai";"Unknown";0;1;0
"NES";"Track & Field in Barcelona";NA;"Kemco";"Konami";1;1;0
"SegaMasterSystem";"Trivial Pursuit: Genus Edition";NA;"Domark";"Domark";1;0;0
"SegaMegaDrive";"Turbo OutRun";NA;"Sega";"TierTex";1;0;0
"NES";"Ufouria: The Saga";NA;"Sunsoft";"Sunsoft";1;0;0
"NintendoGameBoy";"Ultima: Runes of Virtue";NA;"FCI";"Unknown";0;1;0
"PhilipsCD-i";"Ultra CD-i Soccer";NA;"Philips Interactive Media";"Krisalis";1;1;0
"SegaMegaDrive";"Universal Soldier";NA;"Ballistic";"Code Monkeys";1;1;0
"PhilipsCD-i";"Video Speedway: The Ultimate Racing Experience";NA;"Philips Interactive Media";"ISG";1;1;0
"SNKNeoGeo";"Viewpoint";NA;"SNK";"Sammy";1;1;0
"SuperNintendo";"Wheel of Fortune";NA;"GameTek";"Unknown";0;1;0
"SegaMegaDrive";"Where in the World is Carmen Sandiego?";NA;"Electronic Arts";"Brøderbund";1;1;0
"SegaMasterSystem";"Wimbledon";NA;"Sega";"Sega";1;1;0
"SegaMegaDrive";"Winter Challenge";NA;"Accolade";"Accolade";1;1;0
"SegaMegaDrive";"Wonder Boy in Monster World";NA;"Sega";"Sega, Westone";1;1;0
"NintendoGameBoy";"Word Zap";NA;"Jaleco";"Unknown";0;1;0
"SegaMegaDrive";"World Class Leaderboard";NA;"US Gold";"TierTex";1;1;0
"SNKNeoGeo";"World Heroes";NA;"SNK";"ADK";1;1;0
"SegaMegaDrive";"World of Illusion starring Mickey Mouse & Donald Duck";NA;"Sega";"Illusion Soft";1;1;0
"SuperNintendo";"WWF Super WrestleMania";NA;"Ljn";"Sculptured Software";1;1;0
"SuperNintendo";"Xardion";NA;"Asmik Ace";"Unknown";0;1;0
"SegaMegaDrive";"Xenon 2: Megablast";NA;"Virgin Interactive";"Bitmap Brothers";1;1;0
"SuperNintendo";"Ys III: Wanderers from Ys";NA;"Nintendo";"Unknown";0;1;0
"SegaMegaDrive";"Zero Wing";NA;"Sega";"Taoplan";1;0;0
"PhilipsCD-i";"Zombie Dinos From Planet Zeltoid";NA;"Philips Interactive Media";"American Interactive Media";1;1;0
"TimlexMegaDuck";"2nd Space";NA;"Creatronic, Hartung";"Thin Chen";1;0;0
"SNKNeoGeo";"3 Count Bout";NA;"SNK";"SNK";0;1;0
"PhilipsCD-i";"The 7th Guest";NA;"Philips Interactive Media";"Trilobyte";1;1;0
"SuperNintendo";"The 7th Saga";NA;"Enix";"Unknown";0;1;0
"SuperNintendo";"ABC Monday Night Football";NA;"Data East";"Unknown";0;1;0
"SuperNintendo";"The Addams Family: Pugsley's Scavenger Hunt";NA;"Ocean";"Ocean";1;1;0
"SuperNintendo";"The Adventures of Rocky & Bullwinkle and Friends";NA;"THQ";"Unknown";0;1;0
"SegaMega-CD";"The Adventures of Willy Beamish";NA;"Dynamix";"Unknown";0;1;0
"SuperNintendo";"Aero the Acro-Bat";NA;"Sunsoft";"Iguana";1;1;0
"SuperNintendo";"Aerobiz";NA;"Koei";"Unknown";0;1;0
"SegaMega-CD";"After Burner III";NA;"Sega";"CSK Research Institute";1;1;0
"SuperNintendo";"Aguri Suzuki F-1 Super Driving";NA;"Altron";"G. Amusements";1;1;0
"SuperNintendo";"Aladdin (Disney's)";NA;"Capcom";"Capcom";1;1;0
"SegaMegaDrive";"Aladdin (Disney's)";NA;"Sega";"Virgin Interactive";1;1;0
"PhilipsCD-i";"Alfapet";NA;"Adatek";"Adatek";1;0;0
"SegaMegaDrive";"Alien 3";NA;"Arena Entertainment";"Probe";1;1;0
"PhilipsCD-i";"Alien Gate";NA;"Philips Interactive Media";"SPC Vision";1;1;0
"SuperNintendo";"Alien vs. Predator";NA;"Activision";"Jordan";1;1;0
"NintendoGameBoy";"Alien vs. Predator: The Last of His Clan";NA;"Activision";"Unknown";0;1;0
"SuperNintendo";"Alien³";NA;"Ljn";"Probe";1;1;0
"TimlexMegaDuck";"Ant-Soldiers";NA;"Creatronic";"Thin Chen";1;0;0
"SegaMegaDrive";"Aquatic Games starring James Pond and the Aquabats";NA;"Electronic Arts";"Millenium Interactive";1;1;0
"CommodoreAmigaCD32";"Arabian Nights";NA;"Krisalis";"Krisalis";1;0;0
"TimlexMegaDuck";"Armour Force";NA;"Creatronic, Hartung";"Thin Chen";1;0;0
"TimlexMegaDuck";"Artic Zone";NA;"Creatronic, Hartung";"Thin Chen";1;0;0
"SuperNintendo";"Astérix";NA;"Infogrames";"Infogrames";1;0;0
"SegaMasterSystem";"Asterix and the Secret Mission";NA;"Sega";"Sega";1;0;0
"SuperNintendo";"Axelay";NA;"Konami";"Konami";1;1;0
"SuperNintendo";"B.O.B.";NA;"Electronic Arts";"Gray Matter";1;1;0
"SegaMegaDrive";"Back to the Future Part III";NA;"Image Works";"Probe";1;1;0
"SegaMegaDrive";"Ball Jacks";NA;"Sega";"Namco";1;0;0
"SuperNintendo";"Barbie: Super Model";NA;"Hi Tech Expressions";"Unknown";0;1;0
"SuperNintendo";"Batman Returns";NA;"Konami";"Konami";1;1;0
"SuperNintendo";"Battle Blaze";NA;"American Sammy";"Unknown";0;1;0
"SuperNintendo";"Battle Cars";NA;"Namco";"Unknown";0;1;0
"SuperNintendo";"Battle Grand Prix";NA;"Hudson Soft";"Unknown";0;1;0
"NES";"Battleship";NA;"Mindscape";"Mindscape";1;1;0
"SuperNintendo";"Battletoads in Battlemaniacs";NA;"Nintendo";"Rare";1;1;0
"TimlexMegaDuck";"Beast Fighter";NA;"Creatronic";"Thin Chen";1;0;0
"SuperNintendo";"Beethoven: The Ultimate Canine Caper!";NA;"Hi Tech Expressions";"RSP";1;1;0
"SuperNintendo";"Best of the Best Championship Karate";NA;"Loriciel";"Futura";1;1;0
"SegaMegaDrive";"Bill Walsh College Football";NA;"Electronic Arts";"High Score Productions";1;1;0
"TimlexMegaDuck";"Black Forest Tale";NA;"Creatronic, Hartung";"Thin Chen";1;0;0
"SegaMega-CD";"Blackhole Assault";NA;"Sega";"Micronet";1;1;0
"SegaMegaDrive";"Blades of Vengeance";NA;"Electronic Arts";"Beam Software";1;1;0
"TimlexMegaDuck";"Bomb Disposer";NA;"Creatronic, Hartung, Videojet";"Thin Chen";1;0;0
"SuperNintendo";"Boxing Legends of the Ring";NA;"Electro Brain";"Sculptured Software";1;1;0
"SegaMasterSystem";"Bram Stoker's Dracula";NA;"Sony Imagesoft";"Probe Entertainment";1;1;0
"SegaMega-CD";"Bram Stoker's Dracula";NA;"Sony Imagesoft";"Unknown";0;1;0
"SuperNintendo";"Brawl Brothers: Rival Turf! 2";NA;"Jaleco";"Jaleco";1;1;0
"TimlexMegaDuck";"The Brick Wall";NA;"Creatronic";"Thin Chen";1;0;0
"SegaMegaDrive";"Bubsy in Claws Encounters of the Furred Kind";NA;"Accolade";"Accolade";1;1;0
"NES";"Bucky O'Hare";NA;"Palcom";"Konami";1;1;0
"SegaMasterSystem";"Buggy Run";NA;"Sega";"Sega";1;0;0
"SuperNintendo";"Bulls vs. Blazers and the NBA Playoffs";NA;"Electronic Arts";"EA Sports";1;1;0
"SuperNintendo";"Cacoma Knight in Bizyland";NA;"Seta";"Unknown";0;1;0
"SuperNintendo";"Cal Ripken Jr. Baseball";NA;"Mindscape";"Mindscape";1;1;0
"NES";"Capcom's Gold Medal Challenge '92";NA;"Capcom";"Capcom";1;1;0
"SuperNintendo";"Capcom's MVP Football";NA;"Capcom";"Unknown";0;1;0
"TimlexMegaDuck";"Captain Knick Knack";NA;"Creatronic, Hartung";"Thin Chen";1;0;0
"PhilipsCD-i";"Cartoon Carnival";NA;"Philips Interactive Media";"Funhouse";1;1;0
"CommodoreAmigaCD32";"Castles II: Siege and Conquest";NA;"Interplay";"Almathera";1;0;0
"CommodoreAmigaCD32";"Chambers of Shaolin";NA;"Unique";"Thalion";1;0;0
"NintendoGameBoy";"Championship Football & Baseball (Sports Illustrated)";NA;"Malibu";"Unknown";0;1;0
"SuperNintendo";"Championship Pool";NA;"Mindscape";"Bitmasters";1;1;0
"SuperNintendo";"Cliffhanger";NA;"Sony";"Sony";1;1;0
"SuperNintendo";"The Combatribes";NA;"American Technos";"Unknown";0;1;0
"SuperNintendo";"Congo's Caper";NA;"Data East";"DE Act Team";1;1;0
"SegaMegaDrive";"Cosmic Spacehead";NA;"Codemasters";"Codemasters";1;1;0
"PhilipsCD-i";"Cyber Soldier Sharaku";NA;"Japan Interactive Media";"Unknown";0;0;1
"AtariJaguar";"Cybermorph";NA;"Atari";"Attention to Detail";1;1;0
"SegaMegaDrive";"Cyborg Justice";NA;"Sega";"Novotrade";1;1;0
"CommodoreAmigaCD32";"D-Generation";NA;"Mindscape";"Abersoft";1;0;0
"CommodoreAmigaCD32";"Dangerous Streets";NA;"Flair";"Micromania";1;0;0
"SuperNintendo";"Darius Twin";NA;"Taito";"Taito";1;1;0
"NES";"Darkwing Duck (Disney's)";NA;"Capcom";"Capcom";1;1;0
"SuperNintendo";"David Crane's Amazing Tennis";NA;"Absolute Entertainment";"Absolute Entertainment";1;1;0
"SegaMegaDrive";"Davis Cup World Tour";NA;"Tengen";"Loriciel";1;1;0
"CommodoreAmigaCD32";"Deep Core";NA;"I.C.E.";"Dynafield";1;0;0
"SegaMasterSystem";"Deep Duck Trouble starring Donald Duck";NA;"Sega";"Sega";1;1;0
"SegaMasterSystem";"Desert Speedtrap";NA;"Sega";"Probe Entertainment";1;1;0
"SuperNintendo";"Dig & Spike Vollyball";NA;"Hudson Soft";"Unknown";0;1;0
"CommodoreAmigaCD32";"Diggers";NA;"Millennium";"Unknown";0;1;0
"CommodoreAmigaCD32";"Diggers / Oscar";NA;"Commodore";"Millennium, Flair";1;0;0
"SuperNintendo";"Doomsday Warrior";NA;"Renovation";"Unknown";0;1;0
"SegaMegaDrive";"Double Clutch";NA;"Sega";"ASCII Entertainment";1;0;0
"SegaGameGear";"Double Dragon: The Revenge of Billy Lee";NA;"Virgin Interactive";"Technos Japan";1;1;0
"SegaMegaDrive";"Dr. Robotnik's Mean Bean Machine";NA;"Sega";"Compile, Sega Technical Institute";1;1;0
"SegaMegaDrive";"Dragon's Revenge";NA;"Tengen";"Tengen";1;1;0
"TimlexMegaDuck";"Duck Adventures";NA;"Creatronic";"Thin Chen";1;0;0
"NES";"DuckTales 2 (Disney's)";NA;"Capcom";"Capcom";1;1;0
"SuperNintendo";"The Duel: Test Drive II";NA;"Accolade";"Ballistic";1;1;0
"SegaMega-CD";"Dune";NA;"Virgin Interactive";"Cryo Interactive Entertainment";1;1;0
"SegaMegaDrive";"Dune II: Battle for Arrakis";NA;"Virgin Interactive";"Westwood Studios";1;1;0
"SuperNintendo";"Dungeon Master";NA;"JVC";"Software Heaven, FTL Games";1;1;0
"SuperNintendo";"E.V.O.: Search for Eden";NA;"Enix";"Unknown";0;1;0
"SegaMegaDrive";"EA Sports Double Header";NA;"Electronic Arts";"Park Place Productions";1;0;0
"PhilipsCD-i";"Earth Command";NA;"Philips Interactive Media";"Visionary Media";1;1;0
"NES";"Eliminator Boat Duel";NA;"Sales Curve";"Sculptured Software, Radioactive Software";1;1;0
"AtariJaguar";"Evolution: Dino Dudes";NA;"Atari";"Imagitec";1;1;0
"SegaMegaDrive";"F-117 Night Storm";NA;"Electronic Arts";"Electronic Arts";1;1;0
"NES";"F-15 Strike Eagle";NA;"MicroProse";"MicroProse";1;1;0
"SegaMegaDrive";"F-15 Strike Eagle II";NA;"MicroProse";"MicroProse";1;1;0
"SegaMegaDrive";"F1";NA;"Domark";"Lankhor";1;1;0
"SuperNintendo";"F1 Pole Position";NA;"Ubi Soft";"Human";1;1;0
"SuperNintendo";"Family Dog";NA;"Malibu";"Imagineering";1;1;0
"SuperNintendo";"Family Feud";NA;"Majesco";"Unknown";0;1;0
"SNKNeoGeo";"Fatal Fury Special";NA;"SNK";"SNK";1;1;0
"SegaMegaDrive";"FIFA International Soccer";NA;"Electronic Arts";"Extended Play Productions";1;1;0
"NintendoGameBoy";"Final Fantasy Legend III";NA;"Square";"Unknown";0;1;0
"NES";"Firehawk";NA;"Codemasters";"Codemasters";1;1;0
"SuperNintendo";"First Samurai";NA;"Kemco";"Vivid Image";1;1;0
